,상장주식수,등락률,거래량_x,거래대금_x,온실가스 배출량(tCO2-eq),에너지 사용량(TJ),자산총계,자본금,자본총계,매출액,영업이익,순이익,종가,시가총액,거래량_y,거래대금_y,기준가&종가 평균,온실가스/매출액,상장기간,회사명,업종,지역,시장구분,ESG등급,환경,사회,지배구조
0,0.0008181855646200748,0.03967967428041985,0.0,0.0,0.0003079376241696491,0.0012512081080375101,0.0008478987409508444,0.0014894745182730987,0.0010730931806430732,0.0009001515209126569,0.0525751266053155,0.058319093335242544,0.0,0.0016529039801790493,0.0,0.0,0.00756935817805383,0.0,0.0,719,79,1,1,6,6,6,6
1,0.0005265268692876526,0.03967967428041985,0.0,0.0,0.0008850332416564095,0.00267089830995481,0.04168969544343915,0.10533128916881494,0.009775105268339607,0.0037636141593841,0.06119454319846328,0.062419104756463756,0.0,0.0017019024256671737,0.0,0.0,0.0018105590062111802,0.0,0.00012441421639779377,1303,25,8,1,6,6,6,6
2,0.0016665253883784816,0.03967967428041985,0.0,0.0,0.00046271916322582516,0.0020975367656662224,0.0007777225280892134,0.0013732694777614186,0.0010785984259408857,0.0008123444373656863,0.052308934728779434,0.05800992586921215,0.0,0.0007578316807283221,0.0,0.0,0.008184057971014493,0.0,0.0002902998382615185,367,105,1,1,6,6,6,6
3,0.0019920238634105873,0.03967967428041985,0.0,0.0,0.0003394820027162525,0.0013739780059034035,0.001309328527017861,0.00476935890750217,0.0012560655858326678,0.0018372451975635598,0.05241719330617782,0.05841440208689332,0.0,0.004182554392285612,0.0,0.0,0.004368530020703934,0.0026703627110703414,0.0002902998382615185,828,58,1,1,6,6,6,6
4,0.003444789059230671,0.03967967428041985,0.0,0.0,0.0007083477195918567,0.0028798683488754796,0.0010398851161397037,0.003660746697427412,0.0012169775677379022,0.0016185660591103027,0.05217153246205265,0.05776337421351254,0.0,0.0013262483862360275,0.0,0.0,0.006877846790890269,0.0,0.0004147140546593123,2172,131,1,1,6,6,6,6
5,0.002915246764029185,0.03967967428041985,0.0,0.0,0.0008850332416564095,0.00267089830995481,0.006923151217912303,0.018978390699542828,0.01023640444732092,0.00024155083360031995,0.05391976840165305,0.059140526316173975,0.0,0.004426200901298484,0.0,0.0,0.01170807453416149,0.0,0.0005391282710571061,1058,34,8,1,6,6,6,6
6,0.0011614415478114208,0.03967967428041985,0.0,0.0,0.0008850332416564095,0.00267089830995481,0.04168969544343915,0.10533128916881494,0.009775105268339607,0.0037636141593841,0.06119454319846328,0.062419104756463756,0.0,0.0017019024256671737,0.0,0.0,0.0018105590062111802,0.0,0.0005391282710571061,2221,25,8,1,6,6,6,6
7,0.0010907465624982202,0.03967967428041985,0.0,0.0,0.0010478098996990518,0.004067079382493535,0.004218574750451937,0.008630498836337236,0.004802318392090693,0.006806771173233353,0.053222298841762196,0.058404387210083,0.0,3.1527193294212625e-05,0.0,0.0,0.0031180124223602486,0.003123946425677359,0.0005805996765230372,814,96,8,1,6,6,6,6
8,0.0012545847038164908,0.03967967428041985,0.0,0.0,0.001885843735280474,0.005404487631585821,0.0005183522123262969,0.001000814471800296,0.000877065553412027,0.0009095209807939589,0.052538570990929026,0.05800762762240614,0.0,0.00047576314639415855,0.0,0.0,0.0057349896480331265,0.0,0.0006220710819889684,2173,140,1,1,6,6,6,6
9,0.0013768769769886148,0.03967967428041985,0.0,0.0,0.0006951392544233062,0.002784525768617924,0.001011598420028037,0.0035444264883919344,0.0010777908864331672,0.0003018402915862025,0.0519522877188345,0.05769887110116888,0.0,0.0069029690654076,0.0,0.0,0.01432712215320911,0.0,0.000705013892920831,769,29,11,1,6,6,6,6
10,0.0008263942240521764,0.03967967428041985,0.0,0.0,0.0008850332416564095,0.00267089830995481,0.04168969544343915,0.10533128916881494,0.009775105268339607,0.0037636141593841,0.06119454319846328,0.062419104756463756,0.0,0.0017019024256671737,0.0,0.0,0.0018105590062111802,0.0,0.000705013892920831,2278,25,8,1,6,6,6,6
11,0.00037575557359599256,0.03967967428041985,0.0,0.0,0.0008850332416564095,0.00267089830995481,0.04168969544343915,0.10533128916881494,0.009775105268339607,0.0037636141593841,0.06119454319846328,0.062419104756463756,0.0,0.0017019024256671737,0.0,0.0,0.0018105590062111802,0.0,0.0008294281093186248,77,25,8,1,6,6,6,6
12,0.0007808277880209191,0.08120370088433214,0.00013982001868481986,0.00013039836149413058,0.0008850332416564095,0.00267089830995481,0.02622564605507418,0.06853056941160862,0.009775105268339607,0.0016258403445538142,0.056302731955527624,0.0613505265329093,0.01902173913043478,0.00019849948462629733,1.0534043896730343e-06,7.970093457943925e-07,0.008137060041407868,0.0,0.0009123709202504872,1713,60,8,1,6,6,6,6
13,0.001772735390010162,0.03967967428041985,0.0,0.0,0.001193254989889214,0.004511140715199958,0.0009864150031853906,0.002237263743290282,0.0012512772906747207,0.0013240851616066619,0.052549081100661386,0.05798811535482129,0.0,0.0006678770079898681,0.0,0.0,0.007627329192546584,0.0,0.001244142163977937,315,147,1,1,6,6,6,6
14,0.0017660344435349773,0.03967967428041985,0.0,0.0,0.0005346950567130792,0.0019408092364757202,0.001642983335637501,0.004595684773615536,0.002284777741030704,0.0020036025485631772,0.05273995299475719,0.057546243160965425,0.0,0.000530760880558636,0.0,0.0,0.004177018633540372,0.007107445679917385,0.0012856135694438683,1176,152,7,1,6,6,6,6
