종목코드,한글 종목약명,영문 종목명,상장일,시장구분,상장주식수,ESG등급,환경,사회,지배구조,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금,온실가스 배출량(tCO2-eq),에너지 사용량(TJ)
206650,유바이오로직스,"EuBiologics Co., Ltd.",2017-01-24,KOSDAQ,36287,,,,,17600,24650,7050,40.06,278240624,11234857,,
89850,유비벨록스,UbiVelox Inc.,2010-06-18,KOSDAQ,7116,,,,,10600,16850,6250,58.96,38462944,611481,,
32620,유비케어,"UBCARE CO., LTD.",1997-05-02,KOSDAQ,52197,,,,,7290,6690,-600,-8.23,99204953,855455,,
264450,유비쿼스,Ubiquoss Inc.,2017-03-31,KOSDAQ,10246,,,,,20150,20600,450,2.23,16179494,367744,,
78070,유비쿼스홀딩스,Ubiquoss Holdings Inc.,2009-01-23,KOSDAQ,18697,B,D,B,B+,21500,15700,-5800,-26.98,11114284,219918,,
2920,유성기업,YoosungEnterprise,1988-10-10,KOSPI,25948,C,B,D,C,3015,2805,-210,-6.97,51209912,188312,"16,340",331
24800,유성티엔에스,"YOOSUNG T&S CO.,LTD",1999-12-10,KOSDAQ,31279,,,,,3185,2990,-195,-6.12,101879756,389191,"36,018",518
700,유수홀딩스,EUSU HOLDINGS,1956-03-03,KOSPI,26042,B+,D,B,A,5440,5560,120,2.21,24200235,166504,,
54930,유신,Yooshin Engineering Corporation,2002-01-15,KOSDAQ,3000,,,,,15750,18600,2850,18.1,6349494,139607,,
38340,UCI,"UCI Co.,Ltd.",2001-11-22,KOSDAQ,12466,,,,,2439,1335,-1104,-45.26,46940920,25823,,
69330,유아이디,"U.I.DISPLAY CO.,LTD.",2003-08-18,KOSDAQ,14191,,,,,2110,2730,620,29.38,48975848,128220,,
49520,유아이엘,"UIL Co.,Ltd",2001-08-02,KOSDAQ,21785,,,,,3575,1920,-1655,-46.29,34942982,127093,,
336060,유안타제5호스팩,Yuanta 5 SPECIAL PURPOSE ACQUISITION COMPANY,2019-11-28,KOSDAQ,5930,,,,,2456,3080,624,25.41,31807091,94706,,
367460,유안타제7호스팩,Yuanta 7 SPECIAL PURPOSE ACQUISITION COMPANY,2020-12-28,KOSDAQ,5500,,,,,2080,2160,80,3.85,6697021,14931,,
367480,유안타제8호스팩,Yuanta 8 SPECIAL PURPOSE ACQUISITION COMPANY,2021-04-05,KOSDAQ,6490,,,,,,,,,,,,
3475,유안타증권우,Yuanta Securities Korea(1P),1989-03-22,KOSPI,12912,,,,,2600,3710,1110,42.69,67388791,311785,,
3470,유안타증권,Yuanta Securities Korea,1988-01-21,KOSPI,199597,C,D,C,B,3075,3580,505,16.42,217149809,960108,,
56090,유앤아이,U&I CORPORATION,2015-11-12,KOSDAQ,9818,,,,,4475,23600,19125,427.37,68739267,1384784,,
263770,유에스티,"UST CO., LTD.",2017-04-06,KOSDAQ,23700,,,,,5650,5590,-60,-1.06,76677528,475136,,
337840,유엑스엔,UXN,2019-11-28,KONEX,3607,,,,,22400,21150,-1250,-5.58,1004469,24700,,
72130,유엔젤,UANGEL,2003-07-01,KOSPI,13195,C,D,C,B,3700,4570,870,23.51,118448681,601283,,
225,유유제약1우,YuyuPharma(1P),1990-01-05,KOSPI,2267,,,,,5000,9930,4930,98.6,53095954,789200,,
227,유유제약2우B,YuyuPharma(2PB),2000-06-20,KOSPI,326,,,,,13998,19300,5302,37.88,2192247,65810,,
220,유유제약,YuyuPharma,1975-11-18,KOSPI,17232,B,D,B,B+,6332,7730,1398,22.08,337179039,3459892,,
340930,유일에너테크,"YOUIL ENERGY TECH CO.,LTD.",2021-02-25,KOSDAQ,10675,,,,,25650,20750,-4900,-19.1,57118868,1209546,,
23410,유진기업,EUGENE Corporation,1994-10-07,KOSDAQ,77311,C,C,B,B,4660,4975,315,6.76,166857213,910454,,
373340,유진스팩6호,EUGENE SPECIAL PURPOSE ACQUISITION 6 COMPANY,2021-04-08,KOSDAQ,3020,,,,,,,,,,,,
388800,유진스팩7호,EUGENE SPECIAL PURPOSE ACQUISITION 7 COMPANY,2021-09-13,KOSDAQ,5010,,,,,,,,,,,,
56080,유진로봇,"Yujin Robot Co., Ltd.",2001-11-13,KOSDAQ,37512,,,,,4205,4940,735,17.48,335106866,1770513,,
84370,유진테크,"Eugene Technology Co., Ltd.",2006-01-17,KOSDAQ,22916,B,C,B,B+,37200,43650,6450,17.34,54285301,2540052,,
1200,유진투자증권,EUGENE INVESTMENT & SECURITIES,1987-08-24,KOSPI,96866,C,C,C,B,3815,3245,-570,-14.94,124277616,532597,,
178780,유테크,"U-Tech Co.,Ltd.",2015-06-30,KOSDAQ,34821,,,,,2105,1730,-375,-17.81,23000086,40405,,
221800,유투바이오,U2BIO,2015-06-29,KONEX,2526,,,,,10050,31350,21300,211.94,100775,1803,,
179900,유티아이,UTI INC.,2017-09-27,KOSDAQ,16207,,,,,18200,13200,-5000,-27.47,17954826,278970,,
263050,유틸렉스,"Eutilex Co., Ltd.",2018-12-24,KOSDAQ,16457,B,D,B,B+,43050,19650,-23400,-54.36,30550419,887623,,
105,유한양행우,Yuhan(1P),1995-02-21,KOSPI,1181,,,,,54646,57000,2354,4.31,558889,34368,,
100,유한양행,Yuhan,1962-11-01,KOSPI,73231,B+,B+,A,B+,56752,58200,1448,2.55,53543884,3345549,,
3465,유화증권우,YuhwaSecurities(1P),1990-02-20,KOSPI,17476,,,,,2470,2595,125,5.06,1292756,3593,,
3460,유화증권,YuhwaSecurities,1987-08-24,KOSPI,56702,C,D,C,C,2780,2490,-290,-10.43,37951695,104763,,
191410,육일씨엔에쓰,"RYUK-IL C&S., Ltd",2015-12-24,KOSDAQ,9570,,,,,2905,4165,1260,43.37,35092996,145604,,
8730,율촌화학,YoulchonChemical,1988-08-30,KOSPI,24800,B,B,B,B+,20800,23400,2600,12.5,31865942,747358,"51,626",890
72770,율호,Yulho,2007-07-25,KOSDAQ,52120,,,,,2245,2045,-200,-8.91,384143820,985474,,
8250,이건산업,EagonIndustrial,1988-10-21,KOSPI,10953,C,D,C,B+,8520,12350,3830,44.95,77278394,1059660,,
39020,이건홀딩스,"EAGON HOLDINGS CO., LTD.",2000-05-04,KOSDAQ,22585,,,,,3130,5000,1870,59.74,221458652,1299855,,
25820,이구산업,LeekuIndustrial,1995-08-18,KOSPI,33442,B,B,C,B+,3075,4245,1170,38.05,759523963,3411249,"29,971",614
67920,이글루시큐리티,"Igloo Security, Inc.",2010-08-04,KOSDAQ,10996,,,,,5760,6430,670,11.63,22358822,166133,,
44960,이글벳,"Eagle Veterinary Technology Co.,Ltd",2000-11-16,KOSDAQ,12642,,,,,7250,7180,-70,-0.97,54895483,466298,,
303530,이노뎁,INNODEP INC.,2021-06-18,KOSDAQ,7338,,,,,,,,,,,,
302430,이노메트리,"INNOMETRY Co., Ltd.",2018-12-12,KOSDAQ,9833,,,,,18100,14800,-3300,-18.23,12663462,219022,,
279060,이노벡스,INNOVEX,2019-04-12,KONEX,7519,,,,,6450,3725,-2725,-42.25,2295957,7996,,
214320,이노션,INNOCEAN WORLDWIDE INC.,2015-07-17,KOSPI,20000,A,B+,A,A,58700,47750,-10950,-18.65,11716952,686965,,
73490,이노와이어리스,"InnoWireless Co.,Ltd.",2005-02-04,KOSDAQ,6738,,,,,45150,38950,-6200,-13.73,12121735,542044,,
215790,이노인스트루먼트,INNO INSTRUMENT INC.,2015-05-08,KOSDAQ,40283,,,,,2060,1830,-230,-11.17,75676885,169284,,
344860,이노진,INNOGENE,2020-04-27,KONEX,1860,,,,,1170,27000,25830,2207.69,203484,1683,,
246960,이노테라피,InnoTherapy Inc.,2019-02-01,KOSDAQ,5074,,,,,12500,11600,-900,-7.2,9042627,138681,,
88390,이녹스,INNOX Corporation,2006-10-20,KOSDAQ,9386,,,,,11000,20200,9200,83.64,39788275,967220,,
272290,이녹스첨단소재,"INNOX Advanced Materials Co., Ltd.",2017-07-10,KOSDAQ,19782,B,B,D,B+,21975,41500,19525,88.85,87826923,4454939,,
53350,이니텍,"INITECH Co., Ltd.",2001-11-15,KOSDAQ,19791,B,B,B+,B,5050,4585,-465,-9.21,100989931,751445,,
258610,이더블유케이,EWK Inc.,2017-08-22,KOSDAQ,21457,,,,,8690,4840,-3850,-44.3,33089701,232373,,
41520,이라이콤,"e-LITECOM CO., LTD.",2003-07-04,KOSDAQ,12189,,,,,10450,7030,-3420,-32.73,15735657,161107,,
264850,이랜시스,"Elensys Co.,Ltd.",2017-06-01,KOSDAQ,29026,,,,,2225,3490,1265,56.85,318253901,1203387,,
54210,이랜텍,"Elentec Co., Ltd",2002-05-09,KOSDAQ,25291,,,,,8220,13650,5430,66.06,171713097,1837341,,
164060,이루다,"ILOODA Co.,Ltd",2020-08-06,KOSDAQ,8591,,,,,6437,6030,-407,-6.32,75003071,1018529,,
65440,이루온,ELUON Corporation,2003-01-28,KOSDAQ,27275,,,,,1620,2170,550,33.95,1368323441,5232073,,
88260,이리츠코크렙,E KOCREF CR-REIT,2018-06-27,KOSPI,63342,,,,,5340,6090,750,14.04,31537526,189271,,
139480,이마트,"E-MART Co., Ltd.",2011-06-10,KOSPI,27876,A,A,A,A,177000,139500,-37500,-21.19,41256272,6651340,"520,557","10,650"
115610,이미지스,"IMAGIS Co., Ltd.",2010-02-26,KOSDAQ,15328,,,,,996,1935,939,94.28,63512447,214617,,
349720,이베스트스팩5호,Ebest Special Purpose Acquisition No5 Company,2020-05-20,KOSDAQ,3620,,,,,2050,2125,75,3.66,22961212,54151,,
78020,이베스트투자증권,"EBEST INVESTMENT & SECURITIES Co., Ltd.",2007-02-21,KOSDAQ,55481,B,D,B,B,6850,7390,540,7.88,45009498,376314,,
131400,이브이첨단소재,EV ADVANCED MATERIAL,2010-12-27,KOSDAQ,46794,,,,,2260,1495,-765,-33.85,235398776,768048,,
208850,이비테크,EB TECH,2016-06-22,KONEX,2820,,,,,3800,6150,2350,61.84,28799,192,,
351330,이삭엔지니어링,"ISAAC Engineering Co., Ltd.",2021-04-21,KOSDAQ,8289,,,,,,,,,,,,
80010,이상네트웍스,"eSANG Networks Co.,Ltd",2005-09-30,KOSDAQ,9015,,,,,7520,7990,470,6.25,13849237,109277,,
379390,이성씨엔아이,IHSUNGCNI,2021-06-04,KONEX,2841,,,,,,,,,,,,
86890,이수앱지스,"ISU Abxis Co., Ltd.",2009-02-03,KOSDAQ,33183,,,,,9950,6530,-3420,-34.37,482078970,7832759,,
7660,이수페타시스,ISUPETASYS,2003-10-07,KOSPI,63246,B,B,A,C,2931,6300,3369,114.94,391981581,2067045,"52,566",712
5950,이수화학,IsuChemical,1988-04-28,KOSPI,27960,B,B,B+,B,11450,12750,1300,11.35,197165821,2880954,"299,652","5,136"
15020,이스타코,e-STARCO,1988-12-23,KOSPI,42852,C,D,C,B,1480,1210,-270,-18.24,1052000354,4063559,,
47560,이스트소프트,ESTsoft Corp.,2008-07-01,KOSDAQ,11375,,,,,9090,13500,4410,48.51,81799679,1261952,,
900110,이스트아시아홀딩스,East Asia Holdings Investment Limited,2010-04-23,KOSDAQ,170480,,,,,194,170,-24,-12.37,1629680027,342679,,
270020,이십일스토어,21store,2017-09-08,KONEX,3149,,,,,2250,2040,-210,-9.33,2000,4,,
67010,이씨에스,"ECS TELECOM Co., Ltd.",2007-12-18,KOSDAQ,12294,,,,,5040,5070,30,0.6,395591457,3162425,,
93230,이아이디,E Investment&Development,2007-11-01,KOSPI,940725,D,D,C,C,417,247,-170,-40.77,17577857352,8604279,,
341310,이앤에치,E&H,2019-12-27,KONEX,17293,,,,,5400,2000,-3400,-62.96,1597304,7192,,
101360,이엔드디,"E&D Co., Ltd.",2020-07-30,KOSDAQ,10320,,,,,28700,22000,-6700,-23.34,56898330,1925675,,
102710,이엔에프테크놀로지,"ENF Technology Co., Ltd",2009-05-28,KOSDAQ,14288,C,D,B,C,38900,27650,-11250,-28.92,33994564,1207901,,
66980,이엔코퍼레이션,"E& Corporation CO., LTD.",2003-01-17,KOSDAQ,44982,,,,,7250,3505,-3745,-51.66,43496517,353345,,
74610,이엔플러스,ENPLUS,2003-12-23,KOSPI,53235,C,D,B,B,4745,4255,-490,-10.33,351459805,1532392,,
63760,이엘피,ELP Corp.,2017-04-06,KOSDAQ,9325,,,,,6296,6270,-26,-0.41,25506734,196051,,
123570,이엠넷,EMNET INC.,2011-11-25,KOSDAQ,22276,,,,,4460,6110,1650,37,38333536,275577,,
79190,EMW,"EMW Co., Ltd.",2005-11-29,KOSDAQ,31784,,,,,3105,1355,-1750,-56.36,96071950,165359,,
278990,EMB,EMB,2017-10-31,KONEX,3628,,,,,6090,7550,1460,23.97,99147,704,,
83470,이엠앤아이,"EMnI Co., Ltd.",2008-09-18,KOSDAQ,15712,,,,,2775,2775,0,0,0,0,,
95190,이엠코리아,"EMKOREA Co., LTD.",2007-10-29,KOSDAQ,42581,,,,,5070,3495,-1575,-31.07,78808235,385137,,
91120,이엠텍,"EM-Tech. CO., LTD.",2007-05-02,KOSDAQ,15888,,,,,16300,35200,18900,115.95,76399664,1902585,,
232530,이엠티,Energy Material Tech,2015-12-30,KONEX,14970,,,,,4500,5400,900,20,512336,3390,,
102460,이연제약,REYON PHARMACEUTICAL,2010-06-10,KOSPI,17999,B,D,B,B+,16400,28350,11950,72.87,306421513,14555230,,
39030,이오테크닉스,"EO Technics Co., Ltd.",2000-08-24,KOSDAQ,12320,C,D,C,B,99900,93000,-6900,-6.91,23180400,2654501,,
294090,이오플로우,"EOFlow Co., Ltd.",2020-09-14,KOSDAQ,30093,,,,,29079,20750,-8329,-28.64,29513247,1546234,,
245620,EDGC,"Eone Diagnomics Genome Center Co., Ltd.",2018-06-26,KOSDAQ,83695,,,,,4669,3655,-1014,-21.72,634713917,2904823,,
88290,이원컴포텍,"EWON COMFORTECH CO., LTD",2009-12-01,KOSDAQ,22636,,,,,8550,8470,-80,-0.94,62839565,515408,,
84680,이월드,E-WORLD,2005-07-26,KOSPI,141806,C,D,C,B,3530,2325,-1205,-34.14,475400025,1493043,,
181340,이즈미디어,"isMedia Co., Ltd",2017-07-26,KOSDAQ,7120,,,,,8663,4115,-4548,-52.5,58841303,1279807,,
37370,EG,EG CORPORATION,2000-01-11,KOSDAQ,8287,,,,,10700,11950,1250,11.68,56771796,838313,,
353810,이지바이오,"EASY BIO, Inc.",2020-06-05,KOSDAQ,34192,,,,,7120,4720,-2400,-33.71,208732759,1387260,,
350520,이지스레지던스리츠,IGIS RESIDENCE REIT,2020-08-05,KOSPI,20600,,,,,4745,5390,645,13.59,13905348,71773,,
334890,이지스밸류리츠,IGIS Value Plus REIT,2020-07-16,KOSPI,30873,,,,,4740,5820,1080,22.78,20156900,109475,,
99750,이지케어텍,"ezCaretech Co., LTD",2019-03-22,KOSDAQ,6386,,,,,18050,41000,22950,127.15,19668652,762160,,
377330,이지트로닉스,"EGTRONICS Co., Ltd.",2022-02-04,KOSDAQ,7965,,,,,,,,,,,,
35810,이지홀딩스,"Easy Holdings Co., Ltd.",1999-11-23,KOSDAQ,65146,C,D,B,C,4950,3910,-1040,-21.01,307732395,1527560,,
160600,이큐셀,"EQUIPMENTS CELL CO.,LTD",2015-06-26,KOSDAQ,13781,,,,,3100,3100,0,0,0,0,,
92130,이크레더블,"e-Credible Co., Ltd.",2008-10-24,KOSDAQ,12044,,,,,20350,18650,-1700,-8.35,2303501,46398,,
96040,이트론,"E-TRON CO.,LTD.",2008-01-25,KOSDAQ,527924,,,,,735,322,-413,-56.19,19618020551,15955209,,
134060,이퓨쳐,"e-future.Co.,Ltd.",2011-04-27,KOSDAQ,4769,,,,,9830,7440,-2390,-24.31,15767033,160993,,
1840,이화공영,EehwaConstruction,1994-11-23,KOSDAQ,19806,,,,,6140,7070,930,15.15,163364988,1295846,,
760,이화산업,RIFA,1994-04-29,KOSPI,2800,C,D,C,B,16300,16200,-100,-0.61,1146517,22811,,
24810,이화전기,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",1994-12-29,KOSDAQ,83464,,,,,2299,1345,-954,-41.5,9093522019,3701154,,
14990,인디에프,In the F,1989-06-20,KOSPI,70713,C,D,B,B,1230,956,-274,-22.28,260037207,436684,,
41830,인바디,"InBody Co., Ltd.",2000-12-14,KOSDAQ,13684,,,,,18500,25650,7150,38.65,24018595,623157,,
352940,인바이오,"ENBIOCO., LTD.",2020-12-11,KOSDAQ,10868,,,,,12900,5690,-7210,-55.89,41764105,442810,,
101140,인바이오젠,INBIOGEN,2008-04-02,KOSPI,53397,C,D,C,C,3110,2630,-480,-15.43,693790049,3064031,,
216400,인바이츠바이오코아,INVITES BIOCORE,2015-06-29,KONEX,7711,,,,,13300,10000,-3300,-24.81,669298,8156,,
79950,인베니아,"INVENIA Co.,Ltd.",2005-02-04,KOSDAQ,23200,,,,,2400,2520,120,5,67702489,188345,,
277410,인산가,INSAN Inc.,2017-09-29,KOSDAQ,32383,,,,,1900,2225,325,17.11,391570096,1029897,,
60150,인선이엔티,INSUN ENVIRONMENTAL NEW TECHNOLOGY CO.,2002-06-14,KOSDAQ,46564,C,B,B,C,11700,11200,-500,-4.27,101361713,1278776,,
33230,인성정보,"INSUNG INFORMATION CO., LTD",1999-07-30,KOSDAQ,39215,,,,,2170,2545,375,17.28,1151684873,3752774,,
6490,인스코비,Inscobee,1985-01-17,KOSPI,109848,C,D,C,B,2730,2840,110,4.03,779884462,3115660,,
37330,인지디스플레,INZI DISPLAY COMPANY LIMITED,1999-12-14,KOSDAQ,43885,,,,,3100,2595,-505,-16.29,74413893,250720,"17,914",365
23800,인지컨트롤스,InziControls,1997-06-23,KOSPI,15333,C,D,C,B,15450,11850,-3600,-23.3,61977012,1126289,,
34590,인천도시가스,INCHEON CITY GAS,2006-11-07,KOSPI,4375,C,D,C,B,25500,26300,800,3.14,1849278,53841,,
211050,인카금융서비스,"INCAR FINANCIAL SERVICE Co.,Ltd.",2022-02-16,KOSDAQ,5138,,,,,6651,13000,6349,95.46,2742992,39592,,
83640,인콘,"INCON Co., Ltd.",2005-12-27,KOSDAQ,44659,,,,,2185,1255,-930,-42.56,333998221,854974,,
216050,인크로스,"Incross Co.,Ltd.",2016-10-31,KOSDAQ,8057,B,D,C,B+,49900,42500,-7400,-14.83,6785037,365784,,
49070,인탑스,"INTOPS CO., LTD.",2002-02-21,KOSDAQ,17200,,,,,31500,29100,-2400,-7.62,59639634,1844992,,
119610,인터로조,INTEROJO CO. LTD.,2010-07-28,KOSDAQ,12967,,,,,20471,29100,8629,42.15,21719533,593354,,
17250,인터엠,IntermCorporation,1996-01-03,KOSDAQ,21045,,,,,1505,1260,-245,-16.28,66733338,115506,,
129260,인터지스,INTERGIS,2011-12-16,KOSPI,29748,B,B,C,B+,3960,3275,-685,-17.3,141305361,605004,"33,532",491
240340,인터코스,Interkos,2016-04-21,KONEX,3346,,,,,990,999,9,0.91,2223,2,,
35080,인터파크,Interpark Corporation,1999-07-05,KOSDAQ,77638,,,,,4715,6220,1505,31.92,2017142222,15011121,,
51370,인터플렉스,"INTERFLEX CO., LTD.",2003-01-22,KOSDAQ,23327,B,B,C,B,11150,16650,5500,49.33,59156731,897919,"47,926",980
64290,인텍플러스,"INTEKPLUS CO.,LTD",2011-01-05,KOSDAQ,12699,,,,,21000,23650,2650,12.62,42201207,1106109,,
189300,인텔리안테크,INTELLIAN TECHNOLOGIES Inc.,2016-10-18,KOSDAQ,9184,,,,,70936,78400,7464,10.52,34398387,2505401,,
150840,인트로메딕,"IntroMedic Co., Ltd.",2013-12-19,KOSDAQ,38234,,,,,1932,6110,4178,216.25,770901743,3806315,,
48530,인트론바이오,"iNtRON Biotechnology, Inc.",2011-01-26,KOSDAQ,34151,C,C,C,B,25700,21600,-4100,-15.95,92928707,2161545,,
23810,인팩,INFAC,2004-09-21,KOSPI,10000,C,D,C,B+,7000,10400,3400,48.57,48969905,689011,,
175140,인포마크,"INFOMARK Co., Ltd",2015-09-23,KOSDAQ,6408,,,,,8920,8090,-830,-9.3,7784634,59731,,
115310,인포바인,"INFOvine co., Ltd.",2010-02-09,KOSDAQ,3193,,,,,20050,23500,3450,17.21,3679769,102216,,
39290,인포뱅크,InfoBank Corporation,2006-07-04,KOSDAQ,8694,,,,,10550,18650,8100,76.78,220362604,3951064,,
71200,인피니트헬스케어,INFINITT Healthcare,2010-05-26,KOSDAQ,24396,,,,,6750,6660,-90,-1.33,52763610,417941,,
16670,인피니티엔티,INFINITY NT,1993-04-21,KOSDAQ,100258,,,,,973,973,0,0,0,0,,
101930,인화정공,"Inhwa Precision Co., Ltd",2010-10-22,KOSDAQ,9332,,,,,6230,14350,8120,130.34,27245326,316749,,
249420,일동제약,ILDONG PHARM,2016-08-31,KOSPI,24803,A,B+,A,A,16000,45050,29050,181.56,395917075,14537607,,
230,일동홀딩스,ILDONG HOLDINGS,1975-06-28,KOSPI,11540,A,B+,A,A,14200,12250,-1950,-13.73,25740656,388021,,
13360,일성건설,IlsungConstruction,1989-12-02,KOSPI,54025,B,B,C,B+,1210,3030,1820,150.41,1196961201,5674532,,
3120,일성신약,IlsungPharmaceutical,1985-01-14,KOSPI,2660,C,D,C,B+,81400,77600,-3800,-4.67,693600,57846,,
333430,일승,IL SEUNG,2019-11-06,KOSDAQ,30727,,,,,2720,2780,60,2.21,101136803,310819,,
68330,일신바이오,"ilShinbiobase Co., Ltd.",2007-12-26,KOSDAQ,44216,,,,,5430,3240,-2190,-40.33,630235159,3974400,,
3200,일신방직,IlshinSpinning,1973-05-23,KOSPI,2400,B+,B,B,A,86500,114500,28000,32.37,1783624,193275,"60,771","1,237"
7110,일신석재,IlshinStone,1986-03-04,KOSPI,77457,C,D,C,B,1830,1790,-40,-2.19,1163684238,3177962,,
58450,일야,"ILYA CO., LTD.",2002-01-17,KOSDAQ,33370,,,,,685,685,0,0,0,0,,
7575,일양약품우,IlyangPharmaceutical(1P),1989-12-21,KOSPI,445,,,,,31800,26000,-5800,-18.24,976548,35848,,
7570,일양약품,IlyangPharmaceutical,1974-08-28,KOSPI,19086,C,D,C,B+,32550,25450,-7100,-21.81,61267914,2239634,,
8500,일정실업,IljeongIndustrial,1994-08-12,KOSPI,1200,C,C,C,C,13300,29500,16200,121.8,1996689,55810,,
19540,일지테크,IljiTechnology,1992-11-03,KOSDAQ,13514,,,,,3650,3190,-460,-12.6,85623034,399051,,
81000,일진다이아,"ILJIN DIAMOND CO., LTD",2004-12-22,KOSPI,14203,C,D,C,B,39000,26600,-12400,-31.79,34130479,1524200,,
20760,일진디스플,ILJIN DISPLAY,2002-01-09,KOSPI,34468,B,B,B,B,3821,2250,-1571,-41.11,59771134,208801,"24,291",499
20150,일진머티리얼즈,ILJIN MATERIALS,2011-03-04,KOSPI,46111,C,C,C,B,62500,85300,22800,36.48,107245716,10106126,"111,175","2,368"
103590,일진전기,ILJIN ELECTRIC,2008-08-01,KOSPI,37080,C,C,C,B,3545,5380,1835,51.76,289448866,1825911,,
94820,일진파워,"ILJIN POWER CO., LTD.",2007-11-06,KOSDAQ,15079,,,,,5320,27200,21880,411.28,598316988,8913655,,
271940,일진하이솔루스,ILJIN HYSOLUS,2021-09-01,KOSPI,36313,,,,,,,,,,,,
15860,일진홀딩스,ILJINHOLDINGS,1990-03-22,KOSPI,49347,C,C,C,B,4925,4955,30,0.61,266861393,1971036,,
226320,잇츠한불,ITSHANBUL,2015-12-28,KOSPI,21929,B+,B+,B,B+,27000,21150,-5850,-21.67,15632026,374743,,
950140,잉글우드랩,"Englewood Lab, Inc.",2016-10-14,KOSDAQ,19868,,,,,5690,8630,2940,51.67,87941304,726542,,
49550,잉크테크,"INKTEC CO., LTD.",2002-02-28,KOSDAQ,19606,,,,,5420,7100,1680,31,17270219,137512,,
254120,자비스,"XAVIS CO., Ltd.",2016-12-02,KOSDAQ,22182,,,,,2200,1880,-320,-14.55,231126876,631765,,
43910,자연과환경,"Nature and Environment Co., Ltd.",2005-11-18,KOSDAQ,81294,,,,,1243,1580,337,27.11,1751920682,4011433,,
234920,자이글,"Zaigle Co., Ltd.",2016-09-06,KOSDAQ,13531,,,,,3735,3435,-300,-8.03,37105640,170702,,
289220,자이언트스텝,GIANTSTEP Inc.,2021-03-24,KOSDAQ,21834,,,,,,,,,,,,
317400,자이에스앤디,XI S&D,2019-11-06,KOSPI,38783,B,C,B,B+,9734,9700,-34,-0.35,43345146,449991,,
33240,자화전자,JahwaElectronics,1999-01-06,KOSPI,17900,C,C,C,B+,14550,20650,6100,41.92,75908664,1630250,,
174880,장원테크,"JangWonTech Co., Ltd.",2016-07-15,KOSDAQ,19129,,,,,4635,2190,-2445,-52.75,173960613,450801,,
49630,재영솔루텍,"JAEYOUNG SOLUTEC CO.,LTD.",2003-01-24,KOSDAQ,80829,,,,,903,977,74,8.19,683661109,835676,,
950,전방,Chonbang,1968-10-21,KOSPI,1680,C,C,B,B,33750,40050,6300,18.67,703276,28263,"44,092",948
110020,전진바이오팜,"JEONJINBIO CO., LTD.",2018-12-14,KOSDAQ,6341,,,,,12400,4980,-7420,-59.84,12725429,108904,,
208140,정다운,"JUNGDAWN Co., Ltd.",2014-12-17,KOSDAQ,32684,,,,,3325,2545,-780,-23.46,246912359,929326,,
22220,정산애강,"JEONGSAN AIKANG CO.,LTD",2006-04-11,KOSDAQ,51795,,,,,2075,1980,-95,-4.58,301660336,780866,,
40420,정상제이엘에스,"JLS CO.,LTD.",2000-08-01,KOSDAQ,15678,,,,,6240,7800,1560,25,16568195,122603,,
45510,정원엔시스,ZUNGWON EN-SYS INC.,2000-09-07,KOSDAQ,32209,,,,,1845,2080,235,12.74,288348756,932720,,
217190,제너셈,Genesem Inc.,2015-09-25,KOSDAQ,8769,,,,,5050,9080,4030,79.8,16175075,141535,,
95700,제넥신,"Genexine, Inc.",2009-09-15,KOSDAQ,25029,C,D,B,B,95100,47300,-47800,-50.26,85929427,7905378,,
72520,제넨바이오,GenNBio Inc.,2004-10-29,KOSDAQ,41839,,,,,7225,2630,-4595,-63.6,673409197,1237484,,
122310,제노레이,"GENORAY Co., Ltd.",2018-05-28,KOSDAQ,14554,,,,,9200,10500,1300,14.13,16350308,165691,,
361390,제노코,"Genohco, Inc",2021-03-24,KOSDAQ,7501,,,,,,,,,,,,
66830,제노텍,GENOTECH,2016-07-18,KONEX,5667,,,,,3465,3900,435,12.55,308218,1146,,
225220,제놀루션,GENOLUTION INC.,2020-07-24,KOSDAQ,9567,,,,,12295,12800,505,4.11,52714194,927416,,
123330,제닉,"Genic Co., Ltd",2011-08-03,KOSDAQ,7000,,,,,5400,5450,50,0.93,15285638,110662,,
159580,제로투세븐,Zero to Seven Inc,2013-02-19,KOSDAQ,20033,,,,,10500,8860,-1640,-15.62,89236776,1209655,,
147830,제룡산업,"CHERYONG INDUSTRIAL CO.,LTD.",2012-02-13,KOSDAQ,20000,,,,,3355,3580,225,6.71,71725542,487928,,
33100,제룡전기,"CHERYONG ELECTRIC CO.,LTD.",1997-08-18,KOSDAQ,16062,,,,,5990,4705,-1285,-21.45,69255506,467122,,
79370,제우스,"ZEUS CO., LTD.",2006-02-01,KOSDAQ,10384,,,,,27300,27050,-250,-0.92,28824029,727411,,
67290,JW신약,JW SHINYAK CORPORATION,2003-02-11,KOSDAQ,46127,,,,,4417,4285,-132,-2.99,206820590,1043997,,
54950,제이브이엠,"JVM CO., LTD",2006-06-07,KOSDAQ,12090,,,,,18205,13550,-4655,-25.57,11766506,216131,,
90470,제이스텍,"JASTECH, Ltd.",2007-01-10,KOSDAQ,14598,,,,,7040,6990,-50,-0.71,10745159,78240,,
287410,제이시스메디칼,Jeisys Medical,2018-05-08,KOSDAQ,71299,,,,,3560,8160,4600,129.21,397113969,2726799,,
