종목코드,한글 종목약명,영문 종목명,상장일,시장구분,상장주식수,ESG등급,환경,사회,지배구조,시작일 기준가,종료일 종가,대비,등락률,거래량,거래대금,온실가스 배출량(tCO2-eq),에너지 사용량(TJ)
98120,마이크로컨텍솔,"Micro Contact Solution Co.,Ltd.",2008-09-23,KOSDAQ,8313,,,,,5070,10400,5330,105.13,42422245,417170,,
131100,스카이이앤엠,"SKY E&M Co., Ltd.",2011-06-14,KOSDAQ,11643,,,,,8325,3155,-5170,-62.1,209544721,339236,,
9520,포스코엠텍,"POSCO M-TECH CO.,LTD.",1997-11-10,KOSDAQ,41643,B,D,B+,A,9040,7410,-1630,-18.03,571379928,5186977,,
95570,AJ네트웍스,"AJ Networks Co.,Ltd.",2015-08-21,KOSPI,46822,B,D,B,B,3920,5670,1750,44.64,41975079,242242,,
6840,AK홀딩스,"AK Holdings, Inc.",1999-08-11,KOSPI,13248,B+,B,B+,B+,28650,21350,-7300,-25.48,11231260,313447,,
282330,BGF리테일,BGF Retail,2017-12-08,KOSPI,17284,A,A,A+,A,171000,175000,4000,2.34,8465831,1406729,,
27410,BGF,BGF,2014-05-19,KOSPI,95717,A,A,A+,A,5850,5230,-620,-10.6,106484631,696960,,
138930,BNK금융지주,BNK Financial Group Inc.,2011-03-30,KOSPI,325935,A+,A,A+,A+,6450,7600,1150,17.83,374101498,2966605,,
1465,BYC우,BYC(1P),1989-09-05,KOSPI,215,,,,,157000,178000,21000,13.38,61697,10972,,
1460,BYC,BYC,1975-06-02,KOSPI,625,B,D,B,B+,363000,454000,91000,25.07,207144,93215,,
1045,CJ우,CJ(1P),1989-08-18,KOSPI,2260,,,,,53000,49000,-4000,-7.55,800541,46537,,
00104K,CJ4우(전환),CJ(4PC),2019-08-09,KOSPI,4227,,,,,71000,71300,300,0.42,1989053,158227,,
1040,CJ,CJ Corp.,1973-06-29,KOSPI,29177,A,B+,A+,A,92800,81000,-11800,-12.72,20859713,2057525,,
11155,CJ씨푸드1우,CJSEAFOODCORPORATION(1P),1990-01-13,KOSPI,200,,,,,33950,39700,5750,16.94,234753,9791,,
11150,CJ씨푸드,CJSEAFOODCORPORATION,1988-11-26,KOSPI,35931,B,C,B+,B+,4330,3850,-480,-11.09,138279124,637637,,
58820,CMG제약,"CMG Pharmaceutical Co., Ltd.",2001-08-31,KOSDAQ,138892,C,D,C,C,4240,3340,-900,-21.23,290583478,1340670,,
590,CS홀딩스,CSHOLDINGS,1975-12-22,KOSPI,1154,B,D,C,B+,59000,68300,9300,15.76,1438605,111608,,
12030,DB,DB Inc.,1993-01-06,KOSPI,201174,B,D,B+,B+,818,902,84,10.27,480458490,542106,,
16610,DB금융투자,"DB Financial Investment Co., LTD.",1988-06-27,KOSPI,42446,B,D,B+,B,5700,6370,670,11.75,38741265,264563,,
5830,DB손해보험,DB INSURANCE,1973-06-28,KOSPI,70800,A,A,A+,B+,44500,57600,13100,29.44,43426663,2404867,,
995,DB하이텍1우,"DB HiTek Co.,LTD(1P)",2007-05-21,KOSPI,112,,,,,92000,95000,3000,3.26,206771,24045,,
990,DB하이텍,"DB HiTek Co.,LTD",1975-12-12,KOSPI,44399,A,A,A,A,50100,69900,19800,39.52,258755936,16550099,,
139130,DGB금융지주,DGB Financial Group,2011-06-07,KOSPI,169146,A+,A,A+,A+,7720,9080,1360,17.62,157202624,1442274,,
1530,DI동일,DI DONGIL,1964-01-04,KOSPI,2511,C,D,C,B+,145394,249000,103606,71.26,5503645,1490289,,
215,DL우,DL(1P),1989-08-21,KOSPI,1686,,,,,38650,36950,-1700,-4.4,1686381,80473,,
1880,DL건설,DLConstruction,1977-12-22,KOSPI,22053,B+,B+,A,B+,30500,29950,-550,-1.8,12960974,435776,,
210,DL,DL,1976-02-02,KOSPI,20956,A,A+,A+,B+,74400,59200,-15200,-20.43,37710878,3006841,,
37550K,DL이앤씨우,"DL E&C CO., LTD.(1P)",2021-01-25,KOSPI,2114,,,,,69300,70100,800,1.15,2332236,177670,,
375500,DL이앤씨,"DL E&C CO., LTD.",2021-01-25,KOSPI,19359,,,,,112000,134000,22000,19.64,44061472,5757034,,
155660,DSR,DSR CORP,2013-05-15,KOSPI,16000,B,B,B,B,5150,5680,530,10.29,105762525,947489,,
69730,DSR제강,DSRWIRECORP,2003-01-28,KOSPI,14400,C,C,C,B+,5170,4740,-430,-8.32,131521725,1089326,,
17940,E1,E1Corporation,1997-08-27,KOSPI,6860,B+,B+,A,B+,40600,45850,5250,12.93,5288309,283385,,
365550,ESR켄달스퀘어리츠,ESR KENDALL SQUARE REIT,2020-12-23,KOSPI,213089,,,,,5735,6730,995,17.35,82495474,548286,,
50120,ES큐브,ES CUBE,2002-04-25,KOSDAQ,13564,,,,,4180,5750,1570,37.56,24680107,140926,,
383220,F&F,F&F,2021-05-21,KOSPI,7661,,,,,,,,,,,,
7700,F&F홀딩스,F&F Holdings,1984-10-04,KOSPI,39114,B+,B+,A,B+,69000,26850,-42150,-61.09,47115305,2387853,,
78935,GS우,GS Holdings(1P),2004-08-05,KOSPI,1785,,,,,31100,34500,3400,10.93,1480412,53890,,
6360,GS건설,GS Engineering & Construction Corp,1981-08-03,KOSPI,85581,A,A,A+,A,37050,47450,10400,28.07,174780258,7493422,"108,677","2,023"
78930,GS,GS Holdings,2004-08-05,KOSPI,92915,A,A,A,A,38650,40450,1800,4.66,67863977,2930779,,
12630,HDC,"HDC HOLDINGS CO.,Ltd",1996-10-16,KOSPI,59742,B+,B,B+,A,10700,7870,-2830,-26.45,100936675,1162661,,
294870,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,2018-06-12,KOSPI,65907,B,B,B,B+,26200,18450,-7750,-29.58,194380395,4459938,,
97230,HJ중공업,HJ SHIPBUILDING & CONSTRUCTION,2007-08-31,KOSPI,83274,B,C,B,B+,6990,7740,750,10.73,42654819,369206,"10,754",208
3560,IHQ,IHQ,1973-12-18,KOSPI,146236,C,D,C,B,1880,1185,-695,-36.97,716260447,1433049,,
175330,JB금융지주,"JB Financial Group Co., Ltd.",2013-07-18,KOSPI,196983,A+,A,A+,A+,6170,7960,1790,29.01,115651375,910775,,
234080,JW생명과학,JW LIFESCIENCE,2016-10-27,KOSPI,15835,B,B,B+,B,19900,14650,-5250,-26.38,16413147,289347,"28,205",570
1065,JW중외제약우,JWPHARMACEUTICAL(1P),1994-10-21,KOSPI,183,,,,,27812,37100,9288,33.4,587176,28127,,
1067,JW중외제약2우B,JWPHARMACEUTICAL(2PB),1998-04-13,KOSPI,103,,,,,55104,66300,11196,20.32,341403,25801,,
1060,JW중외제약,JWPHARMACEUTICAL,1976-06-14,KOSPI,22178,B,C,B+,B+,28236,27950,-286,-1.01,26064633,699265,,
96760,JW홀딩스,JW HOLDINGS CORPORATION,2007-07-31,KOSPI,70445,B,D,B+,B+,4794,4215,-579,-12.08,26149543,114284,,
105560,KB금융,KB Financial Group,2008-10-10,KOSPI,412352,A+,A+,A+,A+,51600,55000,3400,6.59,358778088,19893853,,
24120,KB오토시스,"KB Autosys Co.,Ltd",1994-12-07,KOSDAQ,11500,,,,,9530,5960,-3570,-37.46,13071001,108088,,
9070,KCTC,KCTC,1978-09-29,KOSPI,30000,B,B,C,B,8350,5770,-2580,-30.9,526235050,4349271,,
44180,KD,KD Corporation,2000-11-16,KOSDAQ,24849,,,,,841,1260,419,49.82,459875920,916713,,
16385,KG동부제철우,KG DONGBUSTEEL(1P),1989-09-21,KOSPI,53,,,,,108000,108500,500,0.46,141510,21248,"386,822","8,272"
16380,KG동부제철,KG DONGBUSTEEL,1986-02-03,KOSPI,100009,B,B+,B,B,12250,10700,-1550,-12.65,141775370,2325194,"386,822","8,272"
1390,KG케미칼,KG Chemical,1989-08-25,KOSPI,13866,C,C,C,B,24350,28700,4350,17.86,66630593,2368858,,
33180,KH 필룩스,"KH FEELUX Co.,Ltd.",2001-12-26,KOSPI,141294,C,C,B,C,4100,2015,-2085,-50.85,482941777,1645617,,
1940,KISCO홀딩스,KISCO Holdings,1989-11-13,KOSPI,18476,B,B,B,B,15150,15900,750,4.95,9498438,177453,,
25000,KPX케미칼,KPXCHEMICAL,1994-12-27,KOSPI,4840,C,B,C,C,59700,53400,-6300,-10.55,1806083,112393,"20,679",644
92230,KPX홀딩스,KPXHOLDINGS,2006-10-12,KOSPI,4225,B,B,C,B+,55300,60400,5100,9.22,2051880,143496,,
40,KR모터스,KR MOTORS,1976-05-25,KOSPI,96137,C,D,C,B,1270,765,-505,-39.76,227309893,285757,,
93050,LF,LF,2006-12-01,KOSPI,29240,B,D,B,B+,16200,17750,1550,9.57,32426867,615161,,
3555,LG우,LG Corp.(1P),1988-11-18,KOSPI,3022,,,,,47102,59900,12798,27.17,3890948,296092,,
34220,LG디스플레이,LG Display,2004-07-23,KOSPI,357816,B+,B,A,B+,21800,18650,-3150,-14.45,861433470,19255626,"4,748,207","56,668"
3550,LG,LG Corp.,1970-02-13,KOSPI,157301,A,A,A+,A,83697,73600,-10097,-12.06,87886341,8070070,,
51905,LG생활건강우,"LGHOUSEHOLD&HEALTHCARE,LTD(1P)",2001-04-25,KOSPI,2100,,,,,698000,500000,-198000,-28.37,1148827,764850,"18,806",378
51900,LG생활건강,"LGHOUSEHOLD&HEALTHCARE,LTD",2001-04-25,KOSPI,15618,A,A,A+,A,1504000,911000,-593000,-39.43,11044488,14211579,"18,806",378
373220,LG에너지솔루션,LG Energy Solution,2022-01-27,KOSPI,234000,,,,,,,,,,,"285,920","6,139"
32640,LG유플러스,LG Uplus,2008-04-21,KOSPI,436611,A,A,A+,A,12050,13450,1400,11.62,397986908,5586552,"1,292,761","26,610"
11070,LG이노텍,LG Innotek,2008-07-24,KOSPI,23667,A,A,A+,A,210500,351000,140500,66.75,77550257,21482160,"288,487","6,031"
66575,LG전자우,LGELECTRONICS(1P),2002-04-22,KOSPI,17186,,,,,66100,58800,-7300,-11.04,20238334,1452127,"615,601","65,985"
66570,LG전자,LGELECTRONICS,2002-04-22,KOSPI,163648,A,A,A+,A,142500,122000,-20500,-14.39,291405707,42162552,"615,601","65,985"
51915,LG화학우,"LGCHEM,LTD(1P)",2001-04-25,KOSPI,7689,,,,,392500,254500,-138000,-35.16,5595323,2044569,"8,174,698","149,989"
51910,LG화학,"LGCHEM,LTD",2001-04-25,KOSPI,70592,B+,B+,A,B+,891000,472000,-419000,-47.03,83663016,64354692,"8,174,698","149,989"
79550,LIG넥스원,"LIG Nex1 Co., Ltd.",2015-10-02,KOSPI,22000,A,A,A+,A,35250,75200,39950,113.33,75197214,4142128,,
10120,LS ELECTRIC,LS ELECTRIC,1994-07-11,KOSPI,30000,A,B+,A+,B+,59400,45700,-13700,-23.06,30452996,1765099,,
680,LS네트웍스,LSNetworks,1973-11-15,KOSPI,78803,C,D,C,B,2545,3415,870,34.18,255841696,1086310,,
6260,LS,LS,1977-06-30,KOSPI,32200,A,B+,A+,B+,61800,51900,-9900,-16.02,33562494,2182866,,
1120,LX인터내셔널,LX INTERNATIONAL CORP.,1976-01-30,KOSPI,38760,A,A,A+,A,27000,30750,3750,13.89,102786491,3090845,,
23150,MH에탄올,MHETHANOL,1996-12-24,KOSPI,7379,B,B,D,B+,8050,9360,1310,16.27,64994233,854029,"10,345",306
35420,NAVER,NAVER,2008-11-28,KOSPI,164049,A+,A,A,A+,372000,329000,-43000,-11.56,166818112,64553849,"73,176","1,506"
181710,NHN,NHN,2013-08-29,KOSPI,37518,B+,C,A,A,35628,37700,2072,5.82,32387405,2375810,,
338100,NH프라임리츠,NH Prime REIT,2019-12-05,KOSPI,18660,,,,,4215,4875,660,15.66,16754044,80163,,
34310,NICE,NICEHoldings,2004-02-04,KOSPI,37882,B+,B,A,B+,17550,16900,-650,-3.7,16497541,289916,,
8260,NI스틸,NI STEEL,1975-06-28,KOSPI,28600,C,D,C,B,3470,4535,1065,30.69,238137395,1237554,,
4255,NPC우,NPC(1P),1990-01-15,KOSPI,5280,,,,,2395,4490,2095,87.47,16045173,68118,,
4250,NPC,NPC,1969-09-08,KOSPI,36720,C,C,D,C,4100,9080,4980,121.46,634770147,4884869,,
10060,OCI,OCI,1985-07-09,KOSPI,23849,A,B+,A+,A,117500,112000,-5500,-4.68,96433641,11712782,"1,329,011","19,599"
10955,S-Oil우,S-Oil(1P),1992-05-28,KOSPI,4022,,,,,47300,50700,3400,7.19,4520663,252695,"9,579,378","125,785"
10950,S-Oil,S-OilCorporation,1987-05-27,KOSPI,112583,A+,A,A+,A+,84100,84400,300,0.36,105944803,9907642,"9,579,378","125,785"
950110,SBI핀테크솔루션즈,"SBI FinTech Solutions Co., Ltd.",2012-12-17,KOSDAQ,24053,,,,,8010,7000,-1010,-12.61,26353706,254003,,
5090,SGC에너지,SGC Energy,1993-01-06,KOSPI,14677,B+,B+,A,B+,36550,52600,16050,43.91,21136562,1024959,"2,192,881","40,414"
1380,SG글로벌,SG GLOBAL,1976-06-29,KOSPI,44964,C,C,C,C,2565,1840,-725,-28.27,404183395,1484922,,
1770,SHD,SHIN HWA DYNAMICS,1988-11-23,KOSPI,1215,C,D,C,B,21600,30150,8550,39.58,4410506,139831,,
2360,SH에너지화학,SH ENERGY & CHEMICAL,1985-12-23,KOSPI,111134,B,B,D,B+,924,1030,106,11.47,2170261955,2601709,"13,354",225
9160,SIMPAC,SIMPACInc,1989-07-29,KOSPI,65430,B,B,B,B,3310,7830,4520,136.56,203954139,1410324,"408,138","4,761"
123700,SJM,"SJM CO.,LTD",2010-05-31,KOSPI,15605,B,C,B,B+,4025,4425,400,9.94,45578081,255614,,
25530,SJM홀딩스,SJM HOLDINGS,1997-02-12,KOSPI,14934,B,C,B,B,3430,3580,150,4.37,20738050,94979,,
03473K,SK우,SK(1P),2015-08-17,KOSPI,566,,,,,228000,211500,-16500,-7.24,641896,157321,,
11790,SKC,SKC,1997-07-18,KOSPI,37868,A,A,A+,B+,114000,131000,17000,14.91,93688949,14774915,"187,338","3,801"
18670,SK가스,SKGas,1997-08-27,KOSPI,9230,A,A,A+,A,91100,111000,19900,21.84,6891635,902540,"22,513",403
1745,SK네트웍스우,"SKNetworksCo.,Ltd(1P)",1989-12-21,KOSPI,114,,,,,99800,69000,-30800,-30.86,119407,12031,"21,002",423
1740,SK네트웍스,"SKNetworksCo.,Ltd",1977-06-30,KOSPI,248188,A,B+,A+,A,5180,4570,-610,-11.78,210457901,1176350,"21,002",423
210980,SK디앤디,"SK D&D Co., Ltd",2015-06-23,KOSPI,22190,A,A,A+,A,34850,31200,-3650,-10.47,19408347,703060,,
395400,SK리츠,SK REIT,2021-09-14,KOSPI,155021,,,,,,,,,,,,
34730,SK,SK,2009-11-11,KOSPI,74149,A+,A+,A+,A+,244000,247000,3000,1.23,51992333,13723874,"19,012",391
402340,SK스퀘어,SKSQUARE,2021-11-29,KOSPI,141468,,,,,,,,,,,,
361610,SK아이이테크놀로지,SK ie technology,2021-05-11,KOSPI,71298,,,,,,,,,,,,
96775,SK이노베이션우,SK Innovation(1P),2007-07-25,KOSPI,1248,,,,,161000,128000,-33000,-20.5,3103705,537943,"20,133",406
96770,SK이노베이션,SK Innovation,2007-07-25,KOSPI,92466,A+,A,A+,A+,226000,197000,-29000,-12.83,170154888,42573203,"20,133",406
1515,SK증권우,SKSecurities(1P),1989-08-29,KOSPI,3913,,,,,4400,3650,-750,-17.05,8105432,44135,,
1510,SK증권,SKSecurities,1986-09-20,KOSPI,472590,B+,C,A,B+,863,864,1,0.12,2037423358,2106175,,
28513K,SK케미칼우,SKCHEMICALS(1P),2018-01-05,KOSPI,2115,,,,,98966,64000,-34966,-35.33,10968507,1549735,"497,520","7,405"
285130,SK케미칼,SKCHEMICALS,2018-01-05,KOSPI,17621,A,A,A+,A,184814,118000,-66814,-36.15,46595338,11733100,"497,520","7,405"
17670,SK텔레콤,SKTelecom,1989-11-07,KOSPI,218833,A,A,A+,A,43220,57100,13880,32.11,121981030,18924548,"1,039,418","21,360"
64960,SNT모티브,SNT MOTIV,2002-03-11,KOSPI,14623,B,C,B,B+,60300,41900,-18400,-30.51,15640887,896137,"18,812",385
100840,SNT에너지,"SNTEnergy Co.,Ltd.",2008-02-22,KOSPI,7507,B,B,B,B,16200,19800,3600,22.22,20058514,447419,,
3570,SNT중공업,SNT DYNAMICS,1976-07-08,KOSPI,33253,B,B,C,B,7300,8470,1170,16.03,15384651,146979,"13,353",252
36530,SNT홀딩스,SNT Holdings,2002-10-22,KOSPI,16304,B+,B,B,B+,18850,16050,-2800,-14.85,4474993,86170,,
5610,SPC삼립,SPC SAMLIP,1975-05-02,KOSPI,8629,B+,B,A,B+,71100,87700,16600,23.35,4546065,370718,"39,644",847
11810,STX,STX,1990-09-12,KOSPI,28621,B,D,B,B+,5070,4465,-605,-11.93,88306261,681940,,
77970,STX엔진,"STXEngineCo.,Ltd",2004-05-10,KOSPI,23009,B+,B,B,B+,6800,14950,8150,119.85,90517109,1218119,,
71970,STX중공업,STX Heavy Industries,2009-05-15,KOSPI,28366,B,C,B,B+,3345,4980,1635,48.88,316973486,2365679,,
84870,TBH글로벌,TBH GLOBAL,2005-12-19,KOSPI,20857,B,D,B+,B+,1675,1880,205,12.24,46192169,124655,,
2710,TCC스틸,TCC STEEL,1984-12-21,KOSPI,23500,B,B,C,B,4375,10100,5725,130.86,319979235,2396251,"29,387",563
24070,WISCOM,WISCOM,1996-11-22,KOSPI,15326,C,C,C,B+,3350,2975,-375,-11.19,134816285,694692,,
79940,가비아,"GABIA, Inc.",2005-10-19,KOSDAQ,13536,,,,,14250,13200,-1050,-7.37,56365584,947517,,
78890,가온미디어,"KAON Media Co., Ltd.",2005-07-12,KOSDAQ,15852,,,,,11019,12900,1881,17.07,251459775,3923678,,
500,가온전선,GAONCABLE,1987-06-08,KOSPI,4160,B+,B,B+,B+,20500,24850,4350,21.22,23065232,803625,"15,924",319
36620,감성코퍼레이션,GAMSUNG Corporation,2000-01-11,KOSDAQ,78156,,,,,780,2010,1230,157.69,269361003,472520,,
860,강남제비스코,KANGNAM JEVISCO,1975-11-12,KOSPI,6500,B,B,B,B+,24650,24450,-200,-0.81,7419472,209358,,
217730,강스템바이오텍,"KANGSTEM BIOTECH CO., LTD.",2015-12-21,KOSDAQ,37938,,,,,5753,3110,-2643,-45.94,78463306,382394,,
35250,강원랜드,"Kangwon Land, Inc.",2003-09-04,KOSPI,213941,A,B+,A,A,25750,27700,1950,7.57,218663658,5791303,"58,273","1,177"
114190,강원에너지,KANGWON ENERGY,2009-11-20,KOSDAQ,26123,,,,,2500,2500,0,0,0,0,,
94480,갤럭시아머니트리,"GalaxiaMoneytree Co.,Ltd.",2007-07-20,KOSDAQ,39230,B,D,C,B+,5960,9850,3890,65.27,812180346,7742355,,
11420,갤럭시아에스엠,GALAXIA SM,1989-11-14,KOSPI,27550,C,D,D,B,1505,2440,935,62.13,513076427,1476250,,
39240,경남스틸,"Kyeong Nam Steel Co., LTD",2000-03-07,KOSDAQ,26980,,,,,2410,4640,2230,92.53,1249857018,7882770,,
53950,경남제약,"KYUNG NAM PHARM.CO.,LTD.",2001-11-06,KOSDAQ,20050,,,,,5986,3650,-2336,-39.02,208267628,1228822,,
2100,경농,Kyungnong,1977-06-30,KOSPI,19523,B,B,B,B,13250,12700,-550,-4.15,52925758,812369,,
9450,경동나비엔,KYUNGDONGNAVIEN,1993-08-31,KOSPI,14569,B+,B+,B+,B+,48950,44100,-4850,-9.91,21026529,1300803,,
267290,경동도시가스,KYUNGDONG CITY GAS,2017-05-12,KOSPI,5895,A,B+,A,A,18800,22900,4100,21.81,18118108,492954,,
12320,경동인베스트,KYUNGDONG INVEST,1997-03-07,KOSPI,2365,B+,B+,A,B+,32500,34050,1550,4.77,1631237,65058,,
11040,경동제약,KyungdongPharm,1992-12-18,KOSDAQ,30769,,,,,9470,11150,1680,17.74,190109627,2512169,,
50,경방,Kyungbang,1956-03-03,KOSPI,27415,C,C,C,B+,13100,14400,1300,9.92,7339411,103584,"109,380","1,727"
214390,경보제약,"KYONGBO PHARMACEUTICAL CO., LTD.",2015-06-29,KOSPI,23907,B+,B+,A,B+,11600,9230,-2370,-20.43,69431832,911705,"18,313",302
12610,경인양행,KyunginSynthetic,1995-10-05,KOSPI,41576,C,C,B,B,6500,6160,-340,-5.23,56194784,386970,,
9140,경인전자,KyunginElectronics,1989-06-20,KOSPI,1571,C,D,C,B,27050,32950,5900,21.81,3417453,109153,,
24910,경창산업,KyungchangIndustrial,1994-12-29,KOSDAQ,35819,,,,,2945,3100,155,5.26,97426256,348583,"15,284",314
13580,계룡건설,KyeryongConstructionIndustrial,1996-01-30,KOSPI,8931,C,D,D,B+,28000,39850,11850,42.32,23632485,850613,,
12205,계양전기우,KeyangElectricMachinery(1P),1989-08-02,KOSPI,1400,,,,,6860,6770,-90,-1.31,2179021,17249,,
12200,계양전기,KeyangElectricMachinery,1988-07-06,KOSPI,32600,B+,B,B+,B+,4510,3585,-925,-20.51,109925057,572289,,
2140,고려산업,KoreaIndustrial,1991-01-14,KOSPI,24939,C,C,D,B,3750,3380,-370,-9.87,142857448,554102,,
198440,고려시멘트,"KOREA CEMENT co., Ltd.",2014-08-13,KOSDAQ,31980,,,,,3215,4275,1060,32.97,636227472,2848260,"623,426","3,776"
49720,고려신용정보,"KORYO CREDIT INFORMATION CO., LTD.",2002-01-31,KOSDAQ,14300,,,,,6270,8500,2230,35.57,18504152,167000,,
10130,고려아연,KoreaZinc,1990-07-28,KOSPI,18870,B,B+,C,B+,402000,569000,167000,41.54,14512541,7206840,"3,534,549","50,347"
2240,고려제강,KISWire,1976-05-25,KOSPI,23000,B+,B+,B,B+,16550,22250,5700,34.44,23840170,590773,"101,547","2,053"
14570,고려제약,"KOREAN DRUG CO., LTD.",2000-12-07,KOSDAQ,11000,,,,,10500,8650,-1850,-17.62,19675447,210986,,
348150,고바이오랩,"KoBioLabs, Inc",2020-11-18,KOSDAQ,16271,,,,,34000,17150,-16850,-49.56,32723915,970672,,
98460,고영,Koh Young Technology Inc.,2008-06-03,KOSDAQ,68655,B+,B,A,B+,21500,18000,-3500,-16.28,63208554,1518704,,
35290,골드앤에스,Gold&S,1999-12-07,KOSDAQ,36224,,,,,1305,1305,0,0,0,0,,
38530,골드퍼시픽,"Gold Pacific Co.,Ltd",2000-06-09,KOSDAQ,92016,,,,,1205,1085,-120,-9.96,1827682323,3269039,,
215000,골프존,"GOLFZON Co., Ltd.",2015-04-03,KOSDAQ,6275,B,D,B,B+,64300,144500,80200,124.73,20954546,2785583,,
121440,골프존뉴딘홀딩스,"GOLFZON NEWDIN HOLDINGS Co., Ltd.",2011-05-20,KOSDAQ,42837,,,,,6350,8230,1880,29.61,76675219,686069,,
183410,골프존데카,GolfzonDeca,2013-11-12,KONEX,4111,,,,,1435,2585,1150,80.14,367074,895,,
76340,관악산업,GWANAK CONSTRUCTION AND EQUIPMENT SERVICE,2015-05-18,KONEX,4871,,,,,6290,7500,1210,19.24,428875,2918,,
9290,광동제약,KwangdongPharmaceutical,1989-11-17,KOSPI,52421,B,C,B+,B+,8170,7260,-910,-11.14,42603413,358451,,
14200,광림,"KANGLIM Co., LTD.",1993-07-07,KOSDAQ,75374,,,,,1585,1765,180,11.36,426134135,1411743,,
17040,광명전기,KWANG MYUNG ELECTRIC,1990-09-14,KOSPI,43338,C,C,D,B,2400,2760,360,15,764189716,2631874,,
29480,광무,Kwangmu,1996-08-27,KOSDAQ,113955,,,,,466,850,384,82.4,1003913073,798588,,
17900,광전자,AUK,1996-10-16,KOSPI,57944,B,C,B,B+,2190,2885,695,31.74,160533392,497698,,
37710,광주신세계,GwangjuShinsegae,2002-02-07,KOSPI,1600,A,B+,A,A,161000,195500,34500,21.43,1557409,369326,,
26910,광진실업,KwangjinInd,1996-01-03,KOSDAQ,6405,,,,,4510,4620,110,2.44,47597821,310967,,
355150,교보10호스팩,Kyobo 10 Special Purpose Acquisition Company,2020-09-18,KOSDAQ,5320,,,,,2065,2120,55,2.66,26220696,62930,,
397880,교보11호스팩,Kyobo 11 Special Purpose Acquisition Company,2021-12-20,KOSDAQ,4440,,,,,,,,,,,,
331520,교보9호스팩,Kyobo 9 Special Purpose Acquisition Company,2019-10-29,KOSDAQ,3880,,,,,2085,2120,35,1.68,39054520,101385,,
30610,교보증권,"KYOBOSECURITIESCO.,LTD.",2002-07-18,KOSPI,64653,B,D,B+,B,7490,7450,-40,-0.53,25323190,215123,,
339770,교촌에프앤비,KYOCHON FOOD&BEVERAGE,2020-11-12,KOSPI,24983,,,,,17450,16150,-1300,-7.45,33402498,647756,,
53270,구영테크,GUYOUNGTECHNOLOGY COMPANY LIMITED,2002-02-07,KOSDAQ,26394,,,,,4745,2745,-2000,-42.15,291940629,1234176,,
7690,국도화학,KukdoChemical,1989-08-05,KOSPI,9011,B,B,C,B+,44314,58600,14286,32.24,18900085,1402105,"36,266","1,552"
5320,국동,Kukdong,1996-12-24,KOSPI,55209,B,D,B,B+,3865,2260,-1605,-41.53,467448977,1494922,,
66620,국보디자인,KUKBO DESIGN,2002-09-05,KOSDAQ,7500,,,,,19300,20400,1100,5.7,22846364,581941,,
1140,국보,KUKBO,1989-12-02,KOSPI,66542,D,D,D,C,1985,1435,-550,-27.71,563693403,996636,,
43650,국순당,"KOOK SOON DANG CO., LTD.",2000-08-24,KOSDAQ,17858,,,,,7430,9950,2520,33.92,44719862,436203,,
6050,국영지앤엠,KUK YOUNG G&M,1994-10-07,KOSDAQ,34895,,,,,2670,1820,-850,-31.84,206971686,562158,,
60480,국일신동,"KUKIL METAL CO., LTD",2014-12-29,KOSDAQ,11090,,,,,4210,3605,-605,-14.37,70241589,332924,,
78130,국일제지,"KUK-IL PAPER MFG CO.,LTD",2004-10-22,KOSDAQ,127617,B,B+,B,B,4935,3910,-1025,-20.77,562893905,3165860,"44,363","1,127"
307750,국전약품,"KUKJEON PHARMACEUTICAL Co.,Ltd",2018-12-19,KOSDAQ,49069,,,,,6090,8740,2650,43.51,1029058301,11457543,,
2720,국제약품,Kukje Pharma,1975-12-27,KOSPI,19276,B,D,B,B+,7670,5540,-2130,-27.77,130887530,1007952,,
243870,굿센,Goodcen,2016-10-31,KONEX,2584,,,,,15750,16700,950,6.03,64882,1040,,
114090,GKL,Grand Korea Leisure,2009-11-19,KOSPI,61856,B+,B+,B+,B+,16900,15100,-1800,-10.65,92402761,1467207,,
900290,GRT,Great Rich Technologies Limited,2016-10-25,KOSDAQ,67375,,,,,1500,1245,-255,-17,42504929,58521,,
204020,그리티,"GRITEE, Inc.",2018-07-23,KOSDAQ,20147,,,,,2890,2690,-200,-6.92,87165876,320613,,
83420,그린케미칼,GREEN CHEMICAL,2005-10-20,KOSPI,24000,B,B,C,B,11100,9400,-1700,-15.32,116794494,1396955,"55,537","1,245"
186230,그린플러스,"GREEN PLUS Co., Ltd",2019-08-07,KOSDAQ,10820,,,,,11900,14300,2400,20.17,64779098,1127930,,
14530,극동유화,KukdongOil&Chem.,1991-01-31,KOSPI,34869,B,B,C,B,3540,4075,535,15.11,419684407,2152278,,
83450,GST,"Global Standard Technology Co., Ltd.",2006-02-01,KOSDAQ,9318,,,,,18500,30950,12450,67.3,54285730,1590149,,
900070,글로벌에스엠,Global SM Tech Limited,2009-12-23,KOSDAQ,53744,,,,,1265,938,-327,-25.85,211775938,244357,,
204620,글로벌텍스프리,"Global Tax Free Co., Ltd.",2014-11-19,KOSDAQ,48737,,,,,3040,3640,600,19.74,137245363,498482,,
19660,글로본,"GLOBON CO., LTD.",1992-06-04,KOSDAQ,32911,,,,,3985,2230,-1755,-44.04,77412173,315555,,
14285,금강공업우,KUMKANG KIND(1P),1989-07-31,KOSPI,590,,,,,10250,14200,3950,38.54,4905031,98685,"14,638",252
