회사명,종목코드,업종,상장일,지역,영문 종목명,시장구분,상장주식수,ESG등급,환경,사회,지배구조,등락률,거래량_x,거래대금_x,온실가스 배출량(tCO2-eq),에너지 사용량(TJ),corp_code,stock_name,corp_cls,induty_code,est_dt,2021년 NCSI,자산총계,자본금,자본총계,매출액,영업이익,순이익,종가,시가총액,거래량_y,거래대금_y,통근버스운행,본인학자금,복지카드,업무활동비,자격증수당,위험수당,사대보험,워크샵,신입사원교육,직무향상교육,리더십교육,해외연수지원,도서비지원,외국어교육지원,자격증취득지원,총개수,기준가&종가 평균,업종 대분류,온실가스/매출액
신세계I&C,35510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2006-05-18,서울특별시,SHINSEGAE INFORMATION & COMMUNICATION Co,KOSPI,1720,B+,B,B+,A,36.36,4226203,836525,,,,,,,,,,,,,,,195500,3.36E+11,7196,1412357500,,,,,,,,,,,,,,,,,156000,정보 통신 소프트웨어 및 공학연구,
진바이오텍,86060,동물용 사료 및 조제식품 제조업,2006-04-28,충청남도,"Gene Bio Tech Co., Ltd.",KOSDAQ,8611,,,,,-22.56,71289243,466818,,,,,,,,,,,,,,,5270,45377793490,21860,114805590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5367.5,기타 제조업,
정산애강,22220,플라스틱제품 제조업,2006-04-11,충청북도,"JEONGSAN AIKANG CO.,LTD",KOSDAQ,51795,,,,,-4.58,301660336,780866,,,,,,,,,,,,,,,2030,1.05E+11,134534,271987900,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,5,2027.5,화학제품 제조업,
진도,88790,기타 전문 도매업,2006-03-28,서울특별시,"JINDO.CO.,LTD",KOSPI,12448,D,D,D,C,-36.53,105537384,581515,,,,,,,,,,,,,,,2815,35040399360,55016,155704320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3915,도매 소매업,
에이스테크,88800,통신 및 방송 장비 제조업,2006-03-27,인천광역시,Ace Technologies Corp.,KOSDAQ,43724,C,D,C,B,-39.4,120298247,1976172,,,,,,,,,257622,22868,80952,133755,-19659,-94232,14850,6.49E+11,299519,4437010100,,,,,,,,,,,,,,,,,14775,"자동차, 기계, 장치, 장비 제조업",0
맥쿼리인프라,88980,신탁업 및 집합투자업,2006-03-15,서울특별시,Macquarie Korea Infrastructure Fund,KOSPI,404846,,,,,21.97,234798630,3027051,,,435297,맥쿼리인프라,Y,64201,20021212,,,,,,,,14100,5.71E+12,1328414,18722671650,,,,,,,,,,,,,,,,,12375,금융,
롯데쇼핑,23530,종합 소매업,2006-02-09,서울특별시,"LOTTE SHOPPING CO., LTD.",KOSPI,28289,A,A,A+,A,-27.38,23449245,2516488,672445,13265,120526,롯데쇼핑,Y,47111,19700702,,24226350,141444,9755783,8408203,86094,191835,86400,2.44E+12,66460,5753339800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,108750,도매 소매업,0.079974877
셀트리온제약,68760,의약품 제조업,2006-02-03,충청북도,Celltrion Pharm Inc.,KOSDAQ,36553,C,D,B,B,-33.14,73528332,10451823,,,,,,,,,637884,18275,331969,398738,47798,34579,124500,4.55E+12,114727,14270898400,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,116793,의료기기 의약품 제조업,0
GST,83450,특수 목적용 기계 제조업,2006-02-01,경기도,"Global Standard Technology Co., Ltd.",KOSDAQ,9318,,,,,67.3,54285730,1590149,,,,,,,,,,,,,,,37450,3.49E+11,107363,4018569850,,,,,,,,,,,,,,,,,24725,"자동차, 기계, 장치, 장비 제조업",
에너토크,19990,일반 목적용 기계 제조업,2006-02-01,경기도,ENERTORK LTD.,KOSDAQ,9756,,,,,190.6,291746740,3719213,,,,,,,,,,,,,,,10950,1.07E+11,268847,3026349650,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,9,11425,"자동차, 기계, 장치, 장비 제조업",
제우스,79370,특수 목적용 기계 제조업,2006-02-01,경기도,"ZEUS CO., LTD.",KOSDAQ,10384,,,,,-0.92,28824029,727411,,,,,,,,,,,,,,,23700,2.46E+11,87284,2042403650,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,4,27175,"자동차, 기계, 장치, 장비 제조업",
한일네트웍스,46110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2006-01-20,서울특별시,"HANIL NETWORKS CO., LTD.",KOSDAQ,11954,,,,,58.53,55441675,426754,,,277736,한일네트웍스,K,63112,19980826,,,,,,,,6560,78419729120,138832,928837290,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,6670,정보 통신 소프트웨어 및 공학연구,
뉴프렉스,85670,전자부품 제조업,2006-01-17,경기도,"NEWFLEX TECHNOLOGY Co., LTD.",KOSDAQ,24210,,,,,175.62,376520676,1671145,,,,,,,,,,,,,,,7610,1.84E+11,2021626,15094094410,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3427.5,전자부품 및 반도체 제조,
유진테크,84370,특수 목적용 기계 제조업,2006-01-17,경기도,"Eugene Technology Co., Ltd.",KOSDAQ,22916,B,C,B,B+,17.34,54285301,2540052,,,,,,,,,413678,11458,348083,289799,89844,61687,52800,1.21E+12,208735,10945521900,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,5,40425,"자동차, 기계, 장치, 장비 제조업",0
크리스탈지노믹스,83790,자연과학 및 공학 연구개발업,2006-01-06,경기도,CrystalGenomics,KOSDAQ,69246,B,D,B,B+,-42.41,191053423,1590906,,,,,,,,,241791,23082,202472,11005,-3699,-7906,6610,4.58E+11,294413,1944080040,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,5,7908.5,정보 통신 소프트웨어 및 공학연구,0
바이오니아,64550,의료용품 및 기타 의약 관련제품 제조업,2005-12-29,대전광역시,BIONEER CORPORATION,KOSDAQ,25810,,,,,161.47,411986825,19517016,,,,,,,,,171572,12566,134124,158174,95723,50778,47300,1.22E+12,1153083,55198318600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29550,의료기기 의약품 제조업,0
헬릭스미스,84990,자연과학 및 공학 연구개발업,2005-12-29,서울특별시,"Helixmith Co., Ltd",KOSDAQ,37689,B,D,B,B,9.26,80221656,2403776,,,,,,,,,,,,,,,22300,7.64E+11,170867,3821948400,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,7,22647.5,정보 통신 소프트웨어 및 공학연구,
인콘,83640,통신 및 방송 장비 제조업,2005-12-27,경기도,"INCON Co., Ltd.",KOSDAQ,44659,,,,,-42.56,333998221,854974,,,,,,,,,,,,,,,1755,78376139595,503644,888358740,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,5,1720,"자동차, 기계, 장치, 장비 제조업",
차바이오텍,85660,기초 의약물질 및 생물학적 제제 제조업,2005-12-27,서울특별시,"Chabiotech Co.,Ltd.",KOSDAQ,56261,C,D,C,B,-5.19,138927205,3215994,,,,,,,,,390989,26275,233597,26760,273,-7080,20300,1.14E+12,366420,7394165100,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,18750,의료기기 의약품 제조업,0
현대글로비스,86280,기타 운송관련 서비스업,2005-12-26,서울특별시,"HYUNDAIGLOVIS Co.,LTD",KOSPI,37500,A,A,A+,A,-10.05,39690984,7236110,79348,1191,,,,,,,10057011,18750,4811807,17572702,894568,630270,172500,6.47E+12,112545,19202252500,,,,,,,,,,,,,,,,,179500,운송업,0.004515413
대봉엘에스,78140,의약품 제조업,2005-12-23,인천광역시,"Daebongls co., Ltd",KOSDAQ,11087,,,,,0.42,20065646,203216,,,,,,,,,,,,,,,8400,93127263600,15749,132609560,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,9480,의료기기 의약품 제조업,
와이엔텍,67900,폐기물 처리업,2005-12-23,전라남도,"Y-ENTEC CO.,LTD.",KOSDAQ,18200,,,,,-11.74,40971942,578239,,,,,,,,,,,,,,,11200,2.04E+11,156164,1728671950,,,,,,,,,,,,,,,,,14025,기타 서비스업,
케이엠,83550,기타 섬유제품 제조업,2005-12-20,강원도,KM CORPORATION,KOSDAQ,10755,,,,,-17.67,13084559,131059,,,,,,,,,,,,,,,8270,88944792780,46452,384219330,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5,9024.5,기타 제조업,
티비에이치글로벌,84870,봉제의복 제조업,2005-12-19,서울특별시,TBH GLOBAL,KOSPI,20857,B,D,B+,B+,12.24,46192169,124655,,,,,,,,,,,,,,,2255,47032126845,37165,83508435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1777.5,기타 제조업,
수성이노베이션,84180,일반 목적용 기계 제조업,2005-12-16,인천광역시,"SOOSUNG INNOVATION. CO., LTD.",KOSDAQ,58202,,,,,43,314966436,850047,,,243979,수성이노베이션,K,29169,19820223,,,,,,,,1980,1.12E+11,477945,947270295,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1215,"자동차, 기계, 장치, 장비 제조업",
하나금융지주,86790,기타 금융업,2005-12-12,서울특별시,HanaFinancialGroupInc.,KOSPI,300242,A,A,A+,A,14.37,287764738,12820456,63546,898,,,,,,,23768470,1501210,17844125,7463,1152931,1131398,42350,1.27E+13,693817,29337768300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,43625,금융,8.514806378
한국코퍼레이션,50540,기타 사업지원 서비스업,2005-12-12,서울특별시,HANKOOK Corporation Inc.,KOSDAQ,5119,,,,,-70.85,5446306,4828,,,302078,한국코퍼레이션,K,75991,19910724,,,,,,,,2820,14434336380,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,4,1821,사업지원 서비스업,
제일연마,1560,기타 비금속 광물제품 제조업,2005-12-09,경상북도,"CHEILGRINDINGWHEELIND.CO.,LTD",KOSPI,10000,C,C,C,B+,65.03,8091811,80944,,,,,,,,,,,,,,,8630,86300000000,16708,143296530,,,,,,,,,,,,,,,,,9475,기타 제조업,
모다이노칩,80420,"섬유, 의복, 신발 및 가죽제품 소매업",2005-12-06,경기도,"Moda-InnoChips Co., Ltd.",KOSDAQ,79722,,,,,21.63,272367625,1317131,,,,,,,,,,,,,,,3440,2.74E+11,29226,99954355,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3662.5,도매 소매업,
비에이치아이,83650,일반 목적용 기계 제조업,2005-12-02,경상남도,"BHI Co., LTD.",KOSDAQ,26000,,,,,69.67,227700539,1270223,,,,,,,,,,,,,,,4250,1.11E+11,347182,1500128475,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4490,"자동차, 기계, 장치, 장비 제조업",
EMW,79190,통신 및 방송 장비 제조업,2005-11-29,인천광역시,"EMW Co., Ltd.",KOSDAQ,31784,,,,,-56.36,96071950,165359,,,,,,,,,,,,,,,1505,47835216485,114828,172745940,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,2230,"자동차, 기계, 장치, 장비 제조업",
현대리바트,79430,가구 제조업,2005-11-22,경기도,HYUNDAILIVART,KOSPI,20535,A,A,A+,A,-5,34697435,636572,,,300548,현대리바트,Y,32029,19990610,,,,,,,,15150,3.11E+11,17733,266507700,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,4,15600,기타 제조업,
비보존 헬스케어,82800,반도체 제조업,2005-11-18,경기도,"Vivozon Healthcare, Inc",KOSDAQ,169907,,,,,-36.65,339734594,490153,,,,,,,,,,,,,,,1130,1.92E+11,604570,685075475,,,,,,,,,,,,,,,,,1315,전자부품 및 반도체 제조,
자연과환경,43910,환경 정화 및 복원업,2005-11-18,충청남도,"Nature and Environment Co., Ltd.",KOSDAQ,81294,,,,,27.11,1751920682,4011433,,,,,,,,,,,,,,,1435,88674344080,4097432,6071635915,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,1411.5,기타 서비스업,
와토스코리아,79000,플라스틱제품 제조업,2005-11-15,전라남도,"WATOS COREA CO.,LTD",KOSDAQ,7200,,,,,0.66,22219584,196703,,,,,,,,,,,,,,,6120,44064000000,9794,59643220,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,6120,화학제품 제조업,
대한제강,84010,1차 철강 제조업,2005-10-31,부산광역시,Daehan Steel Co. Ltd.,KOSPI,24647,B,B,B,B,68.54,82596057,1675067,356509,6152,,,,,,,,,,,,,15900,3.92E+11,71816,1126127100,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,6,17925,기타 제조업,
폴라리스오피스,41020,소프트웨어 개발 및 공급업,2005-10-28,서울특별시,Polaris Office,KOSDAQ,41396,,,,,-18.86,310473801,812371,,,269852,폴라리스오피스,K,58221,19970407,,,,,,,,2600,1.06E+11,546217,1412251925,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,6,2137.5,정보 통신 소프트웨어 및 공학연구,
디아크,78590,자동차 신품 부품 제조업,2005-10-27,경상남도,DIAC,KOSDAQ,83007,,,,,14.09,11313148,48184,,,,,,,,,,,,,,,2380,1.98E+11,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,2233,"자동차, 기계, 장치, 장비 제조업",
서린바이오,38070,기타 전문 도매업,2005-10-25,경기도,"SeouLinBioscience CO., LTD.",KOSDAQ,8301,,,,,45.26,418593069,11170947,,,,,,,,,,,,,,,22000,1.83E+11,154092,3334719450,,,,,,,,,,,,,,,,,14098.5,도매 소매업,
새론오토모티브,75180,자동차 신품 부품 제조업,2005-10-21,충청남도,SaeronAutomotiveCorporation,KOSPI,19200,C,C,C,B,2.65,9190798,62076,21581,335,,,,,,,,,,,,,5440,1.04E+11,1895,10307720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5725,"자동차, 기계, 장치, 장비 제조업",
그린케미칼,83420,기타 화학제품 제조업,2005-10-20,충청남도,GREEN CHEMICAL,KOSPI,24000,B,B,C,B,-15.32,116794494,1396955,55537,1245,454946,그린케미칼,Y,20421,20030101,,,,,,,,9340,2.24E+11,46885,438387390,,,,,,,,,,,,,,,,,10250,화학제품 제조업,
가비아,79940,소프트웨어 개발 및 공급업,2005-10-19,경기도,"GABIA, Inc.",KOSDAQ,13536,,,,,-7.37,56365584,947517,,,,,,,,,,,,,,,13350,1.81E+11,55792,745683450,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,13725,정보 통신 소프트웨어 및 공학연구,
덕산하이메탈,77360,반도체 제조업,2005-10-14,울산광역시,"DUK SAN HI METAL CO.,LTD.",KOSDAQ,22719,,,,,40.17,61838502,969031,,,,,,,,,,,,,,,20450,4.65E+11,298960,5997681550,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,14050,전자부품 및 반도체 제조,
아바코,83930,특수 목적용 기계 제조업,2005-10-11,대구광역시,"AVACO CO.,LTD.",KOSDAQ,15413,,,,,-9.64,24784566,306669,,,,,,,,,,,,,,,12600,1.94E+11,78437,994365850,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,11850,"자동차, 기계, 장치, 장비 제조업",
하나마이크론,67310,반도체 제조업,2005-10-11,충청남도,Hana Micron Inc.,KOSDAQ,47922,,,,,129.78,270982010,4780378,30249,619,,,,,,,,,,,,,20200,8.07E+11,406884,8221621150,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,13132,전자부품 및 반도체 제조,
엘오티베큠,83310,특수 목적용 기계 제조업,2005-10-05,경기도,"LOT Vacuum. Co., Ltd.",KOSDAQ,17810,,,,,-11.39,37361742,610417,,,484682,엘오티베큠,K,29271,20020323,,,,,,,,16900,3.01E+11,74675,1265970050,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,7,14900,"자동차, 기계, 장치, 장비 제조업",
코스나인,82660,기타 화학제품 제조업,2005-10-05,경기도,"Cosnine Co., Ltd",KOSDAQ,47952,,,,,-20.21,157037573,217290,,,442455,코스나인,K,204,20010620,,,,,,,,947,45410954051,188605,178948661,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1267.5,화학제품 제조업,
이상네트웍스,80010,상품 중개업,2005-09-30,서울특별시,"eSANG Networks Co.,Ltd",KOSDAQ,9015,,,,,6.25,13849237,109277,,,,,,,,,,,,,,,7020,63285300000,22695,159218210,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,6,7755,기타 서비스업,
대상홀딩스,84690,기타 금융업,2005-08-17,서울특별시,Daesang Holdings,KOSPI,36213,A,A,A+,B+,-0.33,32519871,353346,,,539274,대상홀딩스,Y,64992,20050801,,397946,37126,380713,25992,12405,2398,9640,3.49E+11,16693,160613310,,,,,,,,,,,,,,,,,9095,금융,0
아리온,58220,통신 및 방송 장비 제조업,2005-08-05,경기도,ARION TECHNOLOGY INC.,KOSDAQ,38974,,,,,0,0,0,,,,,,,,,,,,,,,275,10717917100,0,0,,,,,,,,,,,,,,,,,275,"자동차, 기계, 장치, 장비 제조업",
코아스,71950,가구 제조업,2005-08-04,서울특별시,KOAS,KOSPI,30907,B,C,C,B+,-7.46,209506237,300483,,,210856,코아스,Y,320,19920724,,,,,,,,1105,34152467050,170957,189134355,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,5,1097.5,기타 제조업,
메디포스트,78160,기초 의약물질 및 생물학적 제제 제조업,2005-07-29,경기도,"MEDIPOST CO., LTD.",KOSDAQ,16264,B,D,B,B+,-42.3,26436322,715158,,,,,,,,,219276,7809,116542,48627,-2193,-1329,21600,3.51E+11,40928,882237150,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,8,26100,의료기기 의약품 제조업,0
우리바이오,82850,전구 및 조명장치 제조업,2005-07-29,경기도,"WOOREE BIO CO., LTD",KOSDAQ,47197,,,,,-19.23,526400060,2854632,,,,,,,,,,,,,,,4500,2.11E+11,558164,2514081715,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,8,3877.5,기타 제조업,
모두투어,80160,여행사 및 기타 여행보조 서비스업,2005-07-26,서울특별시,MODETOUR NETWORK INC.,KOSDAQ,18900,,,,,1.33,76378111,1882106,,,,,,,,,,,,,,,22200,4.20E+11,80113,1768076450,,,,,,,,,,,,,,,,,22650,기타 서비스업,
이월드,84680,귀금속 및 장신용품 제조업,2005-07-26,대구광역시,E-WORLD,KOSPI,141806,C,D,C,B,-34.14,475400025,1493043,,,,,,,,,,,,,,,2720,3.86E+11,1837751,4979836250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2927.5,기타 제조업,
동양고속,84670,육상 여객 운송업,2005-07-25,경기도,DONGYANG EXPRESS CORP.,KOSPI,2896,B,C,C,B+,-18.35,2989934,73236,51363,731,,,,,,,,,,,,,17600,50962014400,4486,78848200,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,4,21525,운송업,
한미반도체,42700,특수 목적용 기계 제조업,2005-07-22,인천광역시,"HANMISemiconductorCO.,Ltd.",KOSPI,49460,C,D,D,B,61.88,176562867,5926128,,,,,,,,,417730,12716,333356,371741,119522,96870,38150,1.89E+12,464400,17715423500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,26450,"자동차, 기계, 장치, 장비 제조업",0
가온미디어,78890,통신 및 방송 장비 제조업,2005-07-12,경기도,"KAON Media Co., Ltd.",KOSDAQ,15852,,,,,17.07,251459775,3923678,,,441304,가온미디어,K,264,20010511,,,,,,,,19150,3.04E+11,3993560,76330527400,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,11959.5,"자동차, 기계, 장치, 장비 제조업",
쏠리드,50890,통신 및 방송 장비 제조업,2005-07-08,경기도,"Solid, Inc.",KOSDAQ,61222,,,,,-18.2,141140273,1011900,,,,,,,,,271515,26093,121854,128418,-16237,-7348,6580,4.03E+11,247066,1619488650,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,6934,"자동차, 기계, 장치, 장비 제조업",0
동일산업,4890,1차 철강 제조업,2005-06-30,경상북도,"DONGILINDUSTRIESCO.,LTD",KOSPI,2425,B,B,C,B+,129.59,1240638,161950,405552,6814,,,,,,,,,,,,,149000,3.61E+11,12590,1853867500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,129200,기타 제조업,
옵트론텍,82210,사진장비 및 광학기기 제조업,2005-06-24,경상남도,OPTRONTEC Inc.,KOSDAQ,24484,,,,,-16.95,184400124,1637006,,,,,,,,,,,,,,,8680,2.12E+11,472732,4113239440,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7615,기타 제조업,
젬백스,82270,특수 목적용 기계 제조업,2005-06-24,대전광역시,"GemVax & KAEL Co.,Ltd.",KOSDAQ,39813,,,,,-32.68,77103294,1612437,,,492894,젬백스,K,29271,19980310,,172282,19799,148695,65663,4269,979,17950,7.15E+11,172093,3034849000,,,,,,,,,,,,,,,,,19325,"자동차, 기계, 장치, 장비 제조업",0
플랜티넷,75130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2005-06-10,경기도,"PLANTYNET Co., Ltd.",KOSDAQ,8960,,,,,14.87,95723651,1034522,,,,,,,,,,,,,,,9040,80998400000,88280,788995550,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,7,6070,정보 통신 소프트웨어 및 공학연구,
삼호개발,10960,기반조성 및 시설물 축조관련 전문공사업,2005-05-12,충청남도,"Samho Development Co., Ltd.",KOSPI,25000,C,D,D,B,14.35,102226863,632026,,,,,,,,,,,,,,,5160,1.29E+11,100671,522253200,,,,,,,,,,,,,,,,,4817.5,"건축, 건설, 공사",
금호타이어,73240,고무제품 제조업,2005-02-17,광주광역시,"KUMHOTIRECO.,INC",KOSPI,287260,B+,B+,A,B+,2.05,215632424,1242421,242244,4890,,,,,,,,,,,,,4505,1.29E+12,409695,1864988665,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3935,기타 제조업,
이노와이어리스,73490,통신 및 방송 장비 제조업,2005-02-04,경기도,"InnoWireless Co.,Ltd.",KOSDAQ,6738,,,,,-13.73,12121735,542044,,,,,,,,,,,,,,,44650,3.01E+11,58635,2582126200,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,4,42050,"자동차, 기계, 장치, 장비 제조업",
인베니아,79950,특수 목적용 기계 제조업,2005-02-04,경기도,"INVENIA Co.,Ltd.",KOSDAQ,23200,,,,,5,67702489,188345,,,,,,,,,,,,,,,2740,63568000000,134707,366568515,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,6,2460,"자동차, 기계, 장치, 장비 제조업",
동양이엔피,79960,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2005-02-01,경기도,DONGYANG E&P INC.,KOSDAQ,7860,,,,,7.89,45706249,974923,,,,,,,,,,,,,,,18600,1.46E+11,39485,732075700,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,17775,"자동차, 기계, 장치, 장비 제조업",
제주반도체,80220,반도체 제조업,2005-02-01,제주특별자치도,Jeju Semiconductor Corp.,KOSDAQ,34443,,,,,-4.99,690989463,4482896,,,,,,,,,,,,,,,6750,2.32E+11,3143536,20913364880,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5275,전자부품 및 반도체 제조,
한창산업,79170,1차 비철금속 제조업,2005-02-01,경기도,"Hanchang Industry Co., Ltd.",KOSDAQ,5200,,,,,28.99,48724442,573998,,,,,,,,,,,,,,,8500,44200000000,33284,281725390,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,8255,기타 제조업,
디이엔티,79810,특수 목적용 기계 제조업,2005-01-26,경기도,"DE&T Co., Ltd.",KOSDAQ,14696,,,,,-4.35,35738466,221457,,,445160,디이엔티,K,29271,20010801,,,,,,,,5430,74222746020,1274165,6799174085,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4,7415,"자동차, 기계, 장치, 장비 제조업",
에스엔유,80000,특수 목적용 기계 제조업,2005-01-25,충청남도,"SNU Precision Co., Ltd.",KOSDAQ,34323,,,,,-19.68,65516270,278576,,,,,,,,,,,,,,,3585,1.23E+11,222377,784883895,,,,,,,,,,,,,,,,,3687.5,"자동차, 기계, 장치, 장비 제조업",
iMBC,52220,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2005-01-21,서울특별시,"iMBC Co., Ltd.",KOSDAQ,23000,,,,,1.08,211374484,1034909,,,370006,iMBC,K,631,20000311,,,,,,,,5040,1.16E+11,560679,2783918360,,,,,,,,,,,,,,,,,4182.5,정보 통신 소프트웨어 및 공학연구,
서산,79650,"시멘트, 석회, 플라스터 및 그 제품 제조업",2005-01-21,광주광역시,Seo San Co. Ltd.,KOSDAQ,20000,,,,,5.75,34411925,101981,,,,,,,,,,,,,,,2620,52400000000,29066,75628530,,,,,,,,,,,,,,,,,2592.5,기타 제조업,
KMH하이텍,52900,플라스틱제품 제조업,2005-01-18,충청남도,"KMH HITECH CO.,LTD",KOSDAQ,51628,,,,,-21.66,434637242,892363,,,,,,,,,,,,,,,1825,94221183950,995950,1825412075,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,5,1770,화학제품 제조업,
손오공,66910,기타 전문 도매업,2005-01-07,경기도,"SONOKONG CO., LTD.",KOSDAQ,26896,,,,,-12.69,701251870,2356760,,,,,,,,,,,,,,,2430,65357671230,129150,311318715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2472.5,도매 소매업,
미래컴퍼니,49950,특수 목적용 기계 제조업,2005-01-04,경기도,meerecompany Incorporated,KOSDAQ,8362,,,,,-21.96,17609113,562684,,,,,,,,,,,,,,,33100,2.77E+11,69193,2269136000,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,27718.5,"자동차, 기계, 장치, 장비 제조업",
아이크래프트,52460,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2005-01-03,서울특별시,"iCRAFT Co., Ltd.",KOSDAQ,14608,,,,,-29.2,352644192,2696675,,,,,,,,,,,,,,,4460,65151394560,66862,297115375,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4,4927.5,정보 통신 소프트웨어 및 공학연구,
CJ CGV,79160,"영화, 비디오물, 방송프로그램 제작 및 배급업",2004-12-24,서울특별시,CJ CGV,KOSPI,40809,A,B,A,A,-1.85,105358461,3057254,58769,1147,,,,,,74,2477649,17550,289522,325760,-203661,-466502,25150,9.55E+11,128277,3216971450,,,,,,,,,,,,,,,,,26750,"영화, 비디오물, 방송",0.18040582
일진다이아,81000,기타 화학제품 제조업,2004-12-22,충청북도,"ILJIN DIAMOND CO., LTD",KOSPI,14203,C,D,C,B,-31.79,34130479,1524200,,,,,,,,,300546,14203,247773,61608,-3985,88984,30400,4.32E+11,32579,987429400,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,32800,화학제품 제조업,0
메가스터디,72870,"서적, 잡지 및 기타 인쇄물 출판업",2004-12-21,서울특별시,"MegaStudy Co., Ltd.",KOSDAQ,11921,,,,,7.76,28856678,418800,,,,,,,,,,,,,,,13150,1.57E+11,24502,325979100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,12050,기타 서비스업,
케이에스피,73010,일반 목적용 기계 제조업,2004-12-17,부산광역시,"KSP CO., LTD",KOSDAQ,36192,,,,,19.93,127721754,288812,,,,,,,,,,,,,,,1865,67498559305,79716,150477705,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1655,"자동차, 기계, 장치, 장비 제조업",
KG모빌리언스,46440,소프트웨어 개발 및 공급업,2004-12-14,서울특별시,"KGMobilians Co., Ltd.",KOSDAQ,38826,C,D,C,C,-6.36,188545938,2081723,,,,,,,,,,,,,,,12550,4.87E+11,1005014,12463114450,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,7,9140,정보 통신 소프트웨어 및 공학연구,
