corp_code,corp_name,stock_code,modify_date,ss,,,new_corp_code,,,
1115044,안지오랩,251280,20211206,7,00,0,001115044,,,
129509,한익스프레스,14130,20211206,6,00,0,00129509,,,
305570,서울리거,43710,20211206,6,00,0,00305570,,,
287788,정상제이엘에스,40420,20211206,6,00,0,00287788,,,
149594,한국캐피탈,23760,20211206,6,00,0,00149594,,,
191287,대동금속,20400,20211119,6,00,0,00191287,,,
185505,제일바이오,52670,20211119,6,00,0,00185505,,,
652423,인바이오젠,101140,20211122,6,00,0,00652423,,,
144650,유신,54930,20211125,6,00,0,00144650,,,
186799,태웅,44490,20211125,6,00,0,00186799,,,
356802,큐렉소,60280,20211125,6,00,0,00356802,,,
210856,코아스,71950,20211126,6,00,0,00210856,,,
131850,SK증권,1510,20211228,6,00,0,00131850,,,
1108099,현대코퍼레이션홀딩스,227840,20211228,7,00,0,001108099,,,
573579,평화산업,90080,20211228,6,00,0,00573579,,,
140177,GS리테일,7070,20211229,6,00,0,00140177,,,
366137,KG ETS,151860,20211229,6,00,0,00366137,,,
349097,케이티스카이라이프,53210,20220118,6,00,0,00349097,,,
542074,나노캠텍,91970,20220118,6,00,0,00542074,,,
389970,다날,64260,20220118,6,00,0,00389970,,,
168401,금비,8870,20210914,6,00,0,00168401,,,
117629,동양철관,8970,20211119,6,00,0,00117629,,,
484682,엘오티베큠,83310,20211123,6,00,0,00484682,,,
492894,젬백스,82270,20211124,6,00,0,00492894,,,
173351,삼진,32750,20211125,6,00,0,00173351,,,
304915,코리아에셋투자증권,190650,20210831,6,00,0,00304915,,,
134316,세원정공,21820,20210602,6,00,0,00134316,,,
138297,STX,11810,20211206,6,00,0,00138297,,,
371740,디스플레이텍,66670,20211206,6,00,0,00371740,,,
127802,삼익THK,4380,20211207,6,00,0,00127802,,,
573269,에스코넥,96630,20211207,6,00,0,00573269,,,
223513,제이씨현시스템,33320,20211207,6,00,0,00223513,,,
220109,솔고바이오,43100,20211207,6,00,0,00220109,,,
123107,보락,2760,20211207,6,00,0,00123107,,,
441304,가온미디어,78890,20211208,6,00,0,00441304,,,
985686,큐브엔터,182360,20211208,6,00,0,00985686,,,
219440,휴맥스홀딩스,28080,20211208,6,00,0,00219440,,,
141389,영풍정밀,36560,20211208,6,00,0,00141389,,,
410915,서울옥션,63170,20211126,6,00,0,00410915,,,
392691,젬백스링크,64800,20211126,6,00,0,00392691,,,
104999,윌비스,8600,20211126,6,00,0,00104999,,,
178851,동양에스텍,60380,20211126,6,00,0,00178851,,,
1089855,맘스터치,220630,20211126,7,00,0,001089855,,,
923792,내츄럴엔도텍,168330,20211126,6,00,0,00923792,,,
133812,세방,4360,20211129,6,00,0,00133812,,,
479787,인텍플러스,64290,20211129,6,00,0,00479787,,,
136776,제이준코스메틱,25620,20211129,6,00,0,00136776,,,
563837,제로투세븐,159580,20211129,6,00,0,00563837,,,
110893,대신증권,3540,20211229,6,00,0,00110893,,,
172945,동일철강,23790,20211229,6,00,0,00172945,,,
158219,시그네틱스,33170,20211229,6,00,0,00158219,,,
115977,아이에스동서,10780,20211230,6,00,0,00115977,,,
152783,코메론,49430,20211109,6,00,0,00152783,,,
359623,우리산업홀딩스,72470,20211201,6,00,0,00359623,,,
400857,에이블씨엔씨,78520,20211201,6,00,0,00400857,,,
372226,티에스이,131290,20211201,6,00,0,00372226,,,
532855,한국유니온제약,80720,20211201,6,00,0,00532855,,,
134477,SNT중공업,3570,20211201,6,00,0,00134477,,,
620558,에이비프로바이오,195990,20211208,6,00,0,00620558,,,
528515,한라IMS,92460,20211208,6,00,0,00528515,,,
174527,화성산업,2460,20211208,6,00,0,00174527,,,
351092,삼보모터스,53700,20211208,6,00,0,00351092,,,
142661,우성,6980,20211208,6,00,0,00142661,,,
133991,세아특수강,19440,20211208,6,00,0,00133991,,,
152039,SG글로벌,1380,20211208,6,00,0,00152039,,,
146427,일야,58450,20211208,6,00,0,00146427,,,
763358,에디슨EV,136510,20211230,6,00,0,00763358,,,
155531,풍산홀딩스,5810,20211230,6,00,0,00155531,,,
980122,JB금융지주,175330,20211230,6,00,0,00980122,,,
1336391,엔에이치기업인수목적13호,310840,20210923,7,00,0,001336391,,,
569646,영우디에스피,143540,20211125,6,00,0,00569646,,,
608802,텔콘RF제약,200230,20211125,6,00,0,00608802,,,
172228,엔케이,85310,20211125,6,00,0,00172228,,,
124090,한국특강,7280,20211125,6,00,0,00124090,,,
1475609,디앤디플랫폼리츠,377190,20211125,7,00,0,001475609,,,
855093,선진,136490,20211201,6,00,0,00855093,,,
609485,웅진에너지,103130,20211201,6,00,0,00609485,,,
128412,삼진제약,5500,20211201,6,00,0,00128412,,,
243979,수성이노베이션,84180,20211201,6,00,0,00243979,,,
340096,미래에셋벤처투자,100790,20211201,6,00,0,00340096,,,
1144569,명성티엔에스,257370,20211201,7,00,0,001144569,,,
616962,린드먼아시아,277070,20211201,6,00,0,00616962,,,
162416,한양증권,1750,20211201,6,00,0,00162416,,,
145686,이화산업,760,20211201,6,00,0,00145686,,,
378628,KH바텍,60720,20211201,6,00,0,00378628,,,
128546,삼천당제약,250,20211202,6,00,0,00128546,,,
490090,이지케어텍,99750,20210528,6,00,0,00490090,,,
115676,KG동부제철,16380,20211208,6,00,0,00115676,,,
180865,엔에스엔,31860,20211209,6,00,0,00180865,,,
370006,iMBC,52220,20211209,6,00,0,00370006,,,
300557,위니아딤채,71460,20211209,6,00,0,00300557,,,
176835,농우바이오,54050,20211209,6,00,0,00176835,,,
141556,오로라,39830,20211209,6,00,0,00141556,,,
148948,조비,1550,20211209,6,00,0,00148948,,,
121507,무림SP,1810,20211209,6,00,0,00121507,,,
325112,프로텍,53610,20211209,6,00,0,00325112,,,
476498,컴투스,78340,20211209,6,00,0,00476498,,,
549891,케어젠,214370,20211209,6,00,0,00549891,,,
126478,삼성중공업,10140,20211210,6,00,0,00126478,,,
656021,시티랩스,139050,20211210,6,00,0,00656021,,,
1096341,넷게임즈,225570,20211210,7,00,0,001096341,,,
134510,세종공업,33530,20211129,6,00,0,00134510,,,
1345724,타임기술,318660,20211129,7,00,0,001345724,,,
823429,한국화장품,123690,20211129,6,00,0,00823429,,,
695969,동운아나텍,94170,20211129,6,00,0,00695969,,,
138729,아세아제지,2310,20211231,6,00,0,00138729,,,
120526,롯데쇼핑,23530,20211231,6,00,0,00120526,,,
501970,코드네이처,78940,20211126,6,00,0,00501970,,,
132211,SUN&L,2820,20211126,6,00,0,00132211,,,
250997,대정화금,120240,20211126,6,00,0,00250997,,,
980043,비플라이소프트,148780,20211130,6,00,0,00980043,,,
204226,소프트센,32680,20211202,6,00,0,00204226,,,
250614,삼영엠텍,54540,20211202,6,00,0,00250614,,,
405959,스타플렉스,115570,20211202,6,00,0,00405959,,,
160375,진양폴리우레탄,10640,20211202,6,00,0,00160375,,,
121941,대상,1680,20211202,6,00,0,00121941,,,
124726,빙그레,5180,20211202,6,00,0,00124726,,,
445160,디이엔티,79810,20211202,6,00,0,00445160,,,
408956,제넨바이오,72520,20211202,6,00,0,00408956,,,
260383,대한유화,6650,20211202,6,00,0,00260383,,,
181299,상아프론테크,89980,20211202,6,00,0,00181299,,,
939331,한국콜마,161890,20211202,6,00,0,00939331,,,
363510,얍엑스,60230,20211202,6,00,0,00363510,,,
288495,홈센타홀딩스,60560,20211202,6,00,0,00288495,,,
264228,위즈코프,38620,20211210,6,00,0,00264228,,,
317210,성호전자,43260,20211210,6,00,0,00317210,,,
201742,유라테크,48430,20211210,6,00,0,00201742,,,
147082,재영솔루텍,49630,20211210,6,00,0,00147082,,,
188715,현진소재,53660,20211210,6,00,0,00188715,,,
103592,광동제약,9290,20211210,6,00,0,00103592,,,
173944,우진,105840,20211210,6,00,0,00173944,,,
138446,아가방컴퍼니,13990,20211210,6,00,0,00138446,,,
256043,비씨월드제약,200780,20211210,6,00,0,00256043,,,
406046,STX중공업,71970,20211210,6,00,0,00406046,,,
414850,효성 ITX,94280,20211210,6,00,0,00414850,,,
132992,성우하이텍,15750,20211210,6,00,0,00132992,,,
390860,엠피대산,65150,20211130,6,00,0,00390860,,,
105475,금강철강,53260,20211130,6,00,0,00105475,,,
974927,NEW,160550,20211130,6,00,0,00974927,,,
993931,동양파일,228340,20211130,6,00,0,00993931,,,
809429,한일진공,123840,20211130,6,00,0,00809429,,,
139719,와이지-원,19210,20211130,6,00,0,00139719,,,
816544,토니모리,214420,20211130,6,00,0,00816544,,,
173591,세원물산,24830,20211130,6,00,0,00173591,,,
632304,JW홀딩스,96760,20211130,6,00,0,00632304,,,
148993,하이트진로홀딩스,140,20220104,6,00,0,00148993,,,
413046,셀트리온,68270,20220104,6,00,0,00413046,,,
122551,백산,35150,20211130,6,00,0,00122551,,,
362201,세운메디칼,100700,20211130,6,00,0,00362201,,,
261957,한국정보공학,39740,20211130,6,00,0,00261957,,,
104786,미래아이앤지,7120,20211130,6,00,0,00104786,,,
113535,대한해운,5880,20211130,6,00,0,00113535,,,
171265,파라다이스,34230,20211202,6,00,0,00171265,,,
277736,한일네트웍스,46110,20211202,6,00,0,00277736,,,
778235,TS인베스트먼트,246690,20211202,6,00,0,00778235,,,
134565,이스타코,15020,20211202,6,00,0,00134565,,,
302120,피앤텔,54340,20211202,6,00,0,00302120,,,
652159,코오롱머티리얼,144620,20211202,6,00,0,00652159,,,
133876,세보엠이씨,11560,20211202,6,00,0,00133876,,,
128971,DL건설,1880,20211202,6,00,0,00128971,,,
269852,폴라리스오피스,41020,20211202,6,00,0,00269852,,,
1187494,덴티스,261200,20211202,7,00,0,001187494,,,
961507,이더블유케이,258610,20211202,6,00,0,00961507,,,
1576102,미래에셋글로벌리츠,396690,20211203,7,00,0,001576102,,,
158565,한국알콜,17890,20211210,6,00,0,00158565,,,
258421,기산텔레콤,35460,20211210,6,00,0,00258421,,,
219361,해성산업,34810,20211210,6,00,0,00219361,,,
187415,코미팜,41960,20211210,6,00,0,00187415,,,
165060,하이록코리아,13030,20211210,6,00,0,00165060,,,
302078,한국코퍼레이션,50540,20211210,6,00,0,00302078,,,
648721,SNT에너지,100840,20211210,6,00,0,00648721,,,
295370,에이아이비트,39230,20211210,6,00,0,00295370,,,
409681,아스트,67390,20211210,6,00,0,00409681,,,
623661,원익머트리얼즈,104830,20211210,6,00,0,00623661,,,
689418,지유온,111820,20211210,6,00,0,00689418,,,
264714,SG&G,40610,20211130,6,00,0,00264714,,,
793155,핸디소프트,220180,20211130,6,00,0,00793155,,,
390408,에프앤리퍼블릭,64090,20211130,6,00,0,00390408,,,
292434,인트론바이오,48530,20211130,6,00,0,00292434,,,
173999,유성티엔에스,24800,20211130,6,00,0,00173999,,,
1276026,지놈앤컴퍼니,314130,20211201,7,00,0,001276026,,,
144012,원풍,8370,20211201,6,00,0,00144012,,,
1338724,SNK,950180,20211029,7,00,0,001338724,,,
493431,자안바이오,221610,20220105,6,00,0,00493431,,,
1596425,SK스퀘어,402340,20220105,7,00,0,001596425,,,
144164,SK가스,18670,20220105,6,00,0,00144164,,,
131832,SK디스커버리,6120,20220105,6,00,0,00131832,,,
675594,디티앤씨,187220,20220105,6,00,0,00675594,,,
828789,대성산업,128820,20211201,6,00,0,00828789,,,
965062,코셋,189350,20211201,6,00,0,00965062,,,
377018,기가레인,49080,20211201,6,00,0,00377018,,,
883980,아이디스,143160,20211201,6,00,0,00883980,,,
1077577,우리산업,215360,20211201,7,00,0,001077577,,,
165413,롯데케미칼,11170,20211201,6,00,0,00165413,,,
300548,현대리바트,79430,20211203,6,00,0,00300548,,,
216434,체리부로,66360,20211203,6,00,0,00216434,,,
442455,코스나인,82660,20211203,6,00,0,00442455,,,
155355,풀무원,17810,20211203,6,00,0,00155355,,,
349811,초록뱀컴퍼니,52300,20211203,6,00,0,00349811,,,
127255,삼영화학공업,3720,20211203,6,00,0,00127255,,,
1222867,제테마,216080,20211203,7,00,0,001222867,,,
121534,MH에탄올,23150,20211203,6,00,0,00121534,,,
369170,인터플렉스,51370,20211203,6,00,0,00369170,,,
390365,토비스,51360,20211203,6,00,0,00390365,,,
152686,코리아써키트,7810,20211203,6,00,0,00152686,,,
127158,씨아이테크,4920,20211203,6,00,0,00127158,,,
454946,그린케미칼,83420,20211203,6,00,0,00454946,,,
786331,에스앤씨엔진그룹리미티드,900080,20210614,6,00,0,00786331,,,
220969,오공,45060,20211210,6,00,0,00220969,,,
785475,원익피앤이,131390,20211210,6,00,0,00785475,,,
1230255,제주맥주,276730,20211210,7,00,0,001230255,,,
117027,알루코,1780,20211210,6,00,0,00117027,,,
843900,육일씨엔에쓰,191410,20211210,6,00,0,00843900,,,
530413,코디엠,224060,20211210,6,00,0,00530413,,,
643656,위메이드맥스,101730,20211210,6,00,0,00643656,,,
264671,세중,39310,20211210,6,00,0,00264671,,,
1053540,퓨쳐켐,220100,20211210,7,00,0,001053540,,,
563545,테스나,131970,20211210,6,00,0,00563545,,,
638487,파수,150900,20211210,6,00,0,00638487,,,
152589,코리아나,27050,20211206,6,00,0,00152589,,,
852087,시디즈,134790,20211207,6,00,0,00852087,,,
543204,아이오케이,78860,20211207,6,00,0,00543204,,,
135917,한화손해보험,370,20211207,6,00,0,00135917,,,
587457,갤럭시아머니트리,94480,20211207,6,00,0,00587457,,,
113225,대한제강,84010,20211207,6,00,0,00113225,,,
145598,이연제약,102460,20211207,6,00,0,00145598,,,
156859,KTB투자증권,30210,20220105,6,00,0,00156859,,,
124197,세아제강지주,3030,20220106,6,00,0,00124197,,,
1442115,소마젠,950200,20210930,7,00,0,001442115,,,
618410,상상인인더스트리,101000,20211203,6,00,0,00618410,,,
238977,에스엠화진,134780,20211203,6,00,0,00238977,,,
140964,영원무역홀딩스,9970,20211203,6,00,0,00140964,,,
463342,에스텍파마,41910,20211203,6,00,0,00463342,,,
482426,인화정공,101930,20211203,6,00,0,00482426,,,
925295,에프엔씨엔터,173940,20211203,6,00,0,00925295,,,
104519,국보,1140,20211203,6,00,0,00104519,,,
158149,한국쉘석유,2960,20211203,6,00,0,00158149,,,
157539,KB오토시스,24120,20211206,6,00,0,00157539,,,
256380,유아이엘,49520,20211206,6,00,0,00256380,,,
246620,케이엘넷,39420,20211206,6,00,0,00246620,,,
860332,메리츠금융지주,138040,20211206,6,00,0,00860332,,,
109587,대륙제관,4780,20211206,6,00,0,00109587,,,
136341,신성통상,5390,20210615,6,00,0,00136341,,,
249441,씨씨에스,66790,20211210,6,00,0,00249441,,,
426086,휴켐스,69260,20211210,6,00,0,00426086,,,
122898,벽산,7210,20211213,6,00,0,00122898,,,
204642,티비씨,33830,20211213,6,00,0,00204642,,,
109268,대동스틸,48470,20211213,6,00,0,00109268,,,
200275,YTN,40300,20211213,6,00,0,00200275,,,
116268,동성제약,2210,20211213,6,00,0,00116268,,,
228350,신화인터텍,56700,20211213,6,00,0,00228350,,,
244561,인터파크,35080,20211213,6,00,0,00244561,,,
111874,대원산업,5710,20211213,6,00,0,00111874,,,
453929,메디포스트,78160,20211213,6,00,0,00453929,,,
156150,하이트론씨스템즈,19490,20211213,6,00,0,00156150,,,
126937,삼양홀딩스,70,20211213,6,00,0,00126937,,,
109286,대동,490,20211213,6,00,0,00109286,,,
755739,파인테크닉스,106240,20211213,6,00,0,00755739,,,
141273,웰바이오텍,10600,20211207,6,00,0,00141273,,,
530556,예스티,122640,20211207,6,00,0,00530556,,,
301246,SFA반도체,36540,20211207,6,00,0,00301246,,,
409140,이원컴포텍,88290,20211207,6,00,0,00409140,,,
127936,삼일기업공사,2290,20211207,6,00,0,00127936,,,
266952,네오위즈홀딩스,42420,20211207,6,00,0,00266952,,,
533508,제이엠티,94970,20211207,6,00,0,00533508,,,
141413,영화금속,12280,20211207,6,00,0,00141413,,,
791209,우리들휴브레인,118000,20211115,6,00,0,00791209,,,
109693,DL,210,20220106,6,00,0,00109693,,,
161125,한온시스템,18880,20220106,6,00,0,00161125,,,
209443,우리금융캐피탈,33660,20220106,6,00,0,00209443,,,
109019,대구은행,5270,20220106,6,00,0,00109019,,,
122737,팬오션,28670,20220106,6,00,0,00122737,,,
238782,다우데이타,32190,20220106,6,00,0,00238782,,,
313649,현대바이오,48410,20211206,6,00,0,00313649,,,
728638,한세실업,105630,20211206,6,00,0,00728638,,,
161976,한세예스24홀딩스,16450,20211206,6,00,0,00161976,,,
160232,KSS해운,44450,20211206,6,00,0,00160232,,,
131692,서흥,8490,20211206,6,00,0,00131692,,,
122205,바른손,18700,20211206,6,00,0,00122205,,,
231363,LG유플러스,32640,20211206,6,00,0,00231363,,,
164502,현대공업,170030,20211206,6,00,0,00164502,,,
360036,백금T&A,46310,20211206,6,00,0,00360036,,,
210980,원익,32940,20211206,6,00,0,00210980,,,
128607,삼천리자전거,24950,20211206,6,00,0,00128607,,,
146719,일화모직공업,1590,20210618,6,00,0,00146719,,,
910202,대동고려삼,178600,20210825,6,00,0,00910202,,,
877174,엠브레인,169330,20210823,6,00,0,00877174,,,
428729,대호에이엘,69460,20211213,6,00,0,00428729,,,
133557,PN풍년,24940,20211213,6,00,0,00133557,,,
131054,유진증권,1200,20211214,6,00,0,00131054,,,
910840,윈하이텍,192390,20211214,6,00,0,00910840,,,
1049422,썸에이지,208640,20211215,7,00,0,001049422,,,
201131,아즈텍WB,32080,20211207,6,00,0,00201131,,,
141477,영흥,12160,20211207,6,00,0,00141477,,,
422284,메가스터디,72870,20211207,6,00,0,00422284,,,
240857,바이오스마트,38460,20211207,6,00,0,00240857,,,
146560,일지테크,19540,20211116,6,00,0,00146560,,,
105855,엘에스일렉트릭,10120,20220107,6,00,0,00105855,,,
161444,한국씨티은행,16830,20220107,6,00,0,00161444,,,
138224,쌍용씨앤이,3410,20220107,6,00,0,00138224,,,
107613,이수페타시스,7660,20211206,6,00,0,00107613,,,
925189,신화콘텍,187270,20211206,6,00,0,00925189,,,
351375,뉴보텍,60260,20211206,6,00,0,00351375,,,
167208,흥아해운,3280,20211206,6,00,0,00167208,,,
1047169,지란지교시큐리티,208350,20211215,7,00,0,001047169,,,
172680,동국산업,5160,20211215,6,00,0,00172680,,,
318662,CNT85,56730,20211215,6,00,0,00318662,,,
128926,삼현철강,17480,20211215,6,00,0,00128926,,,
220561,광주신세계,37710,20211215,6,00,0,00220561,,,
526696,웨이브일렉트로,95270,20211215,6,00,0,00526696,,,
136624,신영와코루,5800,20211215,6,00,0,00136624,,,
135050,팜젠사이언스,4720,20211215,6,00,0,00135050,,,
139083,아진산업,13310,20211103,6,00,0,00139083,,,
412348,엘비세미콘,61970,20211207,6,00,0,00412348,,,
787376,대성에너지,117580,20211207,6,00,0,00787376,,,
178790,동양이엔피,79960,20211207,6,00,0,00178790,,,
108940,대성홀딩스,16710,20211207,6,00,0,00108940,,,
116408,동신건설,25950,20211207,6,00,0,00116408,,,
300405,오리엔트정공,65500,20211207,6,00,0,00300405,,,
459871,농심홀딩스,72710,20211207,6,00,0,00459871,,,
447502,바이오톡스텍,86040,20211207,6,00,0,00447502,,,
352064,프리엠스,53160,20211209,6,00,0,00352064,,,
175623,ES큐브,50120,20211209,6,00,0,00175623,,,
265421,인지디스플레,37330,20211209,6,00,0,00265421,,,
309503,한국항공우주,47810,20211209,6,00,0,00309503,,,
125822,삼보산업,9620,20211209,6,00,0,00125822,,,
495086,픽셀플러스,87600,20211209,6,00,0,00495086,,,
260930,에스엠,41510,20211209,6,00,0,00260930,,,
242378,이지홀딩스,35810,20211214,6,00,0,00242378,,,
192499,팜스토리,27710,20211214,6,00,0,00192499,,,
670340,씨에스윈드,112610,20220107,6,00,0,00670340,,,
1412822,솔루스첨단소재,336370,20220107,7,00,0,001412822,,,
593032,LF,93050,20220107,6,00,0,00593032,,,
117382,디와이홀딩스,4510,20220107,6,00,0,00117382,,,
126566,한화에어로스페이스,12450,20220107,6,00,0,00126566,,,
160010,한국큐빅,21650,20220107,6,00,0,00160010,,,
569691,디엔에프,92070,20220110,6,00,0,00569691,,,
819073,인크로스,216050,20211206,6,00,0,00819073,,,
129280,삼화전자공업,11230,20211206,6,00,0,00129280,,,
148595,제일테크노스,38010,20211206,6,00,0,00148595,,,
132628,성문전자,14910,20211206,6,00,0,00132628,,,
328191,케이에스피,73010,20211206,6,00,0,00328191,,,
123781,부국철강,26940,20211206,6,00,0,00123781,,,
367482,라이트론,69540,20211206,6,00,0,00367482,,,
1259056,베스파,299910,20211206,7,00,0,001259056,,,
202060,구영테크,53270,20211207,6,00,0,00202060,,,
462121,이노와이어리스,73490,20211207,6,00,0,00462121,,,
407814,크리스탈지노믹스,83790,20211207,6,00,0,00407814,,,
478900,빅솔론,93190,20211215,6,00,0,00478900,,,
525934,LX세미콘,108320,20211215,6,00,0,00525934,,,
414601,유니퀘스트,77500,20211215,6,00,0,00414601,,,
663669,폴라리스우노,114630,20211215,6,00,0,00663669,,,
218052,국제엘렉트릭코리아,53740,20211216,6,00,0,00218052,,,
121969,에쓰씨엔지니어링,23960,20211216,6,00,0,00121969,,,
105466,KCC건설,21320,20211216,6,00,0,00105466,,,
1337220,키움제5호기업인수목적,311270,20210916,7,00,0,001337220,,,
111227,대양제지,6580,20211207,6,00,0,00111227,,,
688996,KB금융,105560,20211207,6,00,0,00688996,,,
107677,비비안,2070,20211207,6,00,0,00107677,,,
159573,한국주철관공업,970,20211207,6,00,0,00159573,,,
317104,라이온켐텍,171120,20211209,6,00,0,00317104,,,
208444,피에스케이홀딩스,31980,20211214,6,00,0,00208444,,,
350020,파인디앤씨,49120,20211214,6,00,0,00350020,,,
1090471,씨아이에스,222080,20211214,7,00,0,001090471,,,
409371,인베니아,79950,20211214,6,00,0,00409371,,,
160047,한국앤컴퍼니,240,20211216,6,00,0,00160047,,,
120182,NH투자증권,5940,20220110,6,00,0,00120182,,,
1390344,현대중공업,329180,20220110,7,00,0,001390344,,,
231707,비트컴퓨터,32850,20211207,6,00,0,00231707,,,
788737,이퓨쳐,134060,20211207,6,00,0,00788737,,,
148896,OCI,10060,20211207,6,00,0,00148896,,,
126089,대유플러스,300,20211207,6,00,0,00126089,,,
199988,동아화성,41930,20211207,6,00,0,00199988,,,
194947,한전산업,130660,20211208,6,00,0,00194947,,,
244783,한네트,52600,20211208,6,00,0,00244783,,,
377610,세아홀딩스,58650,20211208,6,00,0,00377610,,,
400121,유아이디,69330,20211208,6,00,0,00400121,,,
562360,에스맥,97780,20211209,6,00,0,00562360,,,
241005,코오롱플라스틱,138490,20211217,6,00,0,00241005,,,
123143,보령제약,3850,20211217,6,00,0,00123143,,,
225706,JW생명과학,234080,20211220,6,00,0,00225706,,,
936787,애경케미칼,161000,20211220,6,00,0,00936787,,,
1185566,휴온스블러썸,263920,20211209,7,00,0,001185566,,,
159971,KC그린홀딩스,9440,20211209,6,00,0,00159971,,,
347062,현대바이오랜드,52260,20211209,6,00,0,00347062,,,
264547,KG이니시스,35600,20211214,6,00,0,00264547,,,
111722,미래에셋증권,6800,20211214,6,00,0,00111722,,,
1480568,이지바이오,353810,20211214,7,00,0,001480568,,,
1018802,엔솔바이오사이언스,140610,20210611,7,00,0,001018802,,,
259934,예림당,36000,20211221,6,00,0,00259934,,,
158015,한국선재,25550,20211221,6,00,0,00158015,,,
269922,인바디,41830,20211221,6,00,0,00269922,,,
164609,현대미포조선,10620,20211222,6,00,0,00164609,,,
106623,현대위아,11210,20220111,6,00,0,00106623,,,
122579,BYC,1460,20211116,6,00,0,00122579,,,
129350,삼화콘덴서공업,1820,20211117,6,00,0,00129350,,,
158024,KBI메탈,24840,20211117,6,00,0,00158024,,,
298270,안랩,53800,20211209,6,00,0,00298270,,,
803425,코리아에프티,123410,20211209,6,00,0,00803425,,,
938721,필옵틱스,161580,20211209,6,00,0,00938721,,,
116301,NI스틸,8260,20211209,6,00,0,00116301,,,
829380,피제이메탈,128660,20211209,6,00,0,00829380,,,
411385,유비쿼스홀딩스,78070,20211209,6,00,0,00411385,,,
403632,현대퓨처넷,126560,20211209,6,00,0,00403632,,,
118345,디아이동일,1530,20211209,6,00,0,00118345,,,
105040,뉴인텍,12340,20211209,6,00,0,00105040,,,
797364,KC코트렐,119650,20211209,6,00,0,00797364,,,
296324,큐로홀딩스,51780,20211210,6,00,0,00296324,,,
170558,코웨이,21240,20211210,6,00,0,00170558,,,
455981,에스엔유,80000,20211210,6,00,0,00455981,,,
109189,대덕,8060,20211210,6,00,0,00109189,,,
821607,알톤스포츠,123750,20211104,6,00,0,00821607,,,
494476,이녹스,88390,20211104,6,00,0,00494476,,,
1046203,스튜디오산타클로스,204630,20211108,7,00,0,001046203,,,
120076,LX인터내셔널,1120,20211221,6,00,0,00120076,,,
306454,한국정보인증,53300,20211221,6,00,0,00306454,,,
166519,화천기공,850,20211222,6,00,0,00166519,,,
402110,시큐브,131090,20211224,6,00,0,00402110,,,
129679,녹십자,6280,20211227,6,00,0,00129679,,,
123541,보해양조,890,20220112,6,00,0,00123541,,,
1386916,SK아이이테크놀로지,361610,20220112,7,00,0,001386916,,,
1205842,현대건설기계,267270,20220113,7,00,0,001205842,,,
144252,유니온,910,20211125,6,00,0,00144252,,,
759294,와이솔,122990,20211210,6,00,0,00759294,,,
418379,자연과환경,43910,20211210,6,00,0,00418379,,,
660121,디에이테크놀로지,196490,20211210,6,00,0,00660121,,,
1478712,대덕전자,353200,20211210,7,00,0,001478712,,,
185356,제룡전기,33100,20211210,6,00,0,00185356,,,
142865,WISCOM,24070,20211210,6,00,0,00142865,,,
679314,동성케미컬,102260,20211210,6,00,0,00679314,,,
405278,KG모빌리언스,46440,20211210,6,00,0,00405278,,,
287812,에코바이오,38870,20211210,6,00,0,00287812,,,
231691,판타지오,32800,20211210,6,00,0,00231691,,,
260611,크로바하이텍,43590,20211210,6,00,0,00260611,,,
232089,바이온,32980,20211110,6,00,0,00232089,,,
133335,성창기업지주,180,20211123,6,00,0,00133335,,,
220057,유비케어,32620,20211222,6,00,0,00220057,,,
124151,부산주공,5030,20211222,6,00,0,00124151,,,
307222,YBM넷,57030,20211222,6,00,0,00307222,,,
353018,파나케이아,58530,20211223,6,00,0,00353018,,,
599595,코프라,126600,20211223,6,00,0,00599595,,,
1165739,잉글우드랩,950140,20210906,7,00,0,001165739,,,
347716,중앙디앤엠,51980,20211227,6,00,0,00347716,,,
303217,우진플라임,49800,20211227,6,00,0,00303217,,,
198192,한국팩키지,37230,20211228,6,00,0,00198192,,,
158909,하나은행,4940,20220113,6,00,0,00158909,,,
117212,두산,150,20220113,6,00,0,00117212,,,
1524093,DL이앤씨,375500,20220113,7,00,0,001524093,,,
120216,KB손해보험,2550,20220114,6,00,0,00120216,,,
1116380,씨앤에스링크,245450,20220114,7,00,0,001116380,,,
162461,한화솔루션,9830,20220114,6,00,0,00162461,,,
266943,넥슨지티,41140,20211129,6,00,0,00266943,,,
126414,삼성제약,1360,20211129,6,00,0,00126414,,,
389387,라임,65160,20211129,6,00,0,00389387,,,
580056,스맥,99440,20211129,6,00,0,00580056,,,
143527,경동인베스트,12320,20211129,6,00,0,00143527,,,
176516,금화피에스시,36190,20211129,6,00,0,00176516,,,
109037,대성창투,27830,20211129,6,00,0,00109037,,,
266934,파루,43200,20211129,6,00,0,00266934,,,
666204,제너셈,217190,20211129,6,00,0,00666204,,,
939942,포시에스,189690,20210819,6,00,0,00939942,,,
134723,페이퍼코리아,1020,20211210,6,00,0,00134723,,,
1243161,인산가,277410,20211210,7,00,0,001243161,,,
101752,케이씨피드,25880,20211210,6,00,0,00101752,,,
369569,휘닉스소재,50090,20211210,6,00,0,00369569,,,
1110076,에이트원,230980,20211124,7,00,0,001110076,,,
303396,한국컴퓨터,54040,20211125,6,00,0,00303396,,,
105606,금호에이치티,214330,20211125,6,00,0,00105606,,,
127042,삼양통상,2170,20211223,6,00,0,00127042,,,
188797,포메탈,119500,20211228,6,00,0,00188797,,,
